notes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
resid,process_code,state,cnty_fips,cnty_name,district_number,rrc,Reg,region_name,play,play_name,drill_depth_ft,lateral_length_ft,API,Sulfur,federal_land,project_royalty_multiplier,std_pattern_size_acres,total_pattern_size_acres,totpat,past_wells,Ninjwell,resacc,NGPL,NGPLET,NGPLPR,NGPLBU,NGPLIS,NGPLPP,OP1,OP2,OP3,OP4,OP5,OP6,OP7,OP8,OP9,OP10,OP11,OP12,OP13,OP14,OP15,OP16,OP17,OP18,OP19,OP20,OP21,OP22,OP23,OP24,OP25,OP26,OP27,OP28,OP29,OP30,OP31,OP32,OP33,OP34,OP35,OP36,OP37,OP38,OP39,OP40,GP1,GP2,GP3,GP4,GP5,GP6,GP7,GP8,GP9,GP10,GP11,GP12,GP13,GP14,GP15,GP16,GP17,GP18,GP19,GP20,GP21,GP22,GP23,GP24,GP25,GP26,GP27,GP28,GP29,GP30,GP31,GP32,GP33,GP34,GP35,GP36,GP37,GP38,GP39,GP40,WP1,WP2,WP3,WP4,WP5,WP6,WP7,WP8,WP9,WP10,WP11,WP12,WP13,WP14,WP15,WP16,WP17,WP18,WP19,WP20,WP21,WP22,WP23,WP24,WP25,WP26,WP27,WP28,WP29,WP30,WP31,WP32,WP33,WP34,WP35,WP36,WP37,WP38,WP39,WP40,II1,II2,II3,II4,II5,II6,II7,II8,II9,II10,II11,II12,II13,II14,II15,II16,II17,II18,II19,II20,II21,II22,II23,II24,II25,II26,II27,II28,II29,II30,II31,II32,II33,II34,II35,II36,II37,II38,II39,II40,WL1,WL2,WL3,WL4,WL5,WL6,WL7,WL8,WL9,WL10,WL11,WL12,WL13,WL14,WL15,WL16,WL17,WL18,WL19,WL20,WL21,WL22,WL23,WL24,WL25,WL26,WL27,WL28,WL29,WL30,WL31,WL32,WL33,WL34,WL35,WL36,WL37,WL38,WL39,WL40
DGOH677215505,5,OH,155,Trumbull,40,0,1,east_coast,6772,clinton-medina-tuscarora,4784.88,6096.67,42.11269807,0.4,0,0,80,73364.409,19,1824,0,0,20,0.012,0.505,0.182,0.131,0.169,27.37441,22.69879,19.95593,17.99925,16.50487,15.31929,14.35657,13.55948,12.8895,12.31824,11.82588,11.39777,11.02078,10.68694,10.38844,10.12197,9.8798,9.65928,9.4591,9.27467,9.10467,8.9485,8.80245,8.6672,8.54049,8.42111,8.31085,8.20605,8.10723,8.01386,7.92505,7.84202,7.76185,7.68652,7.61376,7.54527,7.47904,7.41552,7.35491,7.29706,3593.30249,3084.844,2791.97892,2580.21973,2415.247,2281.65596,2170.64074,2076.57716,1995.635,1925.09604,1862.96197,1807.73009,1758.23875,1713.58468,1673.0488,1636.04704,1602.10805,1570.83965,1541.91781,1515.06838,1490.06041,1466.69685,1444.81112,1424.25491,1404.89974,1386.63816,1369.37037,1353.01098,1337.48678,1322.72892,1308.67469,1295.27313,1282.4762,1270.23917,1258.52195,1247.29145,1236.51278,1226.15786,1216.19962,1206.61378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DGOH677215705,5,OH,157,Tuscarawas,40,0,1,east_coast,6772,clinton-medina-tuscarora,5190.93,4764.67,42.11269807,0.4,0,0,80,73809.38805,18,1728,0,10,20,0.012,0.505,0.182,0.131,0.169,22.33425,18.53419,16.34983,14.79926,13.60801,12.65157,11.86412,11.20138,10.63725,10.1492,9.72359,9.34925,9.01695,8.71971,8.45342,8.21313,7.99494,7.79549,7.61373,7.44642,7.29186,7.14944,7.01714,6.8941,6.77926,6.67121,6.57096,6.47682,6.38609,6.30299,6.22371,6.14911,6.0772,6.00873,5.9446,5.88337,5.82533,5.76722,5.71444,5.66344,2103.21449,1771.49374,1594.71536,1469.5338,1372.85644,1295.04274,1230.70839,1176.43781,1129.91899,1089.51503,1054.03005,1022.56711,994.44146,969.11966,946.1793,925.28047,906.14669,888.55193,872.30581,857.2511,843.25251,830.19718,817.98714,806.53619,795.77337,785.6326,776.05772,767.00039,758.41525,750.26574,742.51429,735.13165,728.08957,721.36363,714.92976,708.76977,702.86267,697.19306,691.74507,686.50473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DGOH677216705,5,OH,167,Washington,40,0,1,east_coast,6772,clinton-medina-tuscarora,6090.41,7325.35,42.11269807,0.4,1,0.1,80,70600.0595,705,178,0,10,0,0.012,0.505,0.182,0.131,0.169,0.26636,0.18781,0.15198,0.12995,0.11474,0.10338,0.09475,0.08805,0.08273,0.07845,0.07492,0.07207,0.06966,0.06767,0.06596,0.0645,0.06323,0.06211,0.06116,0.06028,0.0595,0.05883,0.0582,0.05752,0.05707,0.05656,0.05608,0.05568,0.05524,0.05481,0.05435,0.05401,0.05367,0.05336,0.05308,0.05274,0.0525,0.05217,0.05193,0.05171,353.14892,316.57592,293.14683,274.97463,260.11124,247.62352,236.93364,227.64814,219.48471,212.23368,205.73752,199.87306,194.54373,189.67278,185.19792,181.06803,177.24041,173.67989,170.35692,167.24595,164.32485,161.57533,158.98111,156.52805,154.20403,151.99732,149.89919,147.90038,145.99268,144.17096,142.42744,140.75699,139.15501,137.61652,136.13801,134.71447,133.3441,132.02209,130.74688,129.5146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DGOH677216905,5,OH,169,Wayne,40,0,1,east_coast,6772,clinton-medina-tuscarora,3909.95,4994,42.11269807,0.4,0,0,80,44820.23567,8,759,0,0,20,0.012,0.505,0.182,0.131,0.169,21.29131,17.98886,16.2242,14.95852,13.97376,13.18053,12.5277,11.98081,11.51707,11.11874,10.77389,10.47203,10.20601,9.96982,9.75775,9.56787,9.39577,9.23844,9.09493,8.96265,8.8405,8.72707,8.62153,8.52239,8.42964,8.34236,8.25992,8.18132,8.10733,8.03623,7.96909,7.90483,7.84336,7.78413,7.72713,7.67239,7.61976,7.56901,7.51948,7.47207,592.0437,501.90462,448.19035,408.65876,377.42688,351.86164,330.46249,312.26474,296.60037,282.98272,271.04587,260.50942,251.14978,242.78723,235.27948,228.50665,222.36891,216.78593,211.68685,207.01342,202.71469,198.74916,195.07914,191.67242,188.5021,185.54247,182.77391,180.17755,177.73727,175.43862,173.26846,171.21586,169.27056,167.42387,165.66852,163.99526,162.39956,160.87528,159.41708,158.01912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DGOH677701305,5,OH,13,Belmont,40,0,1,east_coast,6777,marcellus western,10126.86,9087.26,42.11269807,0.4,0,0,116,10703.616,2,112,0,10,40,0.012,0.505,0.182,0.131,0.169,252.60208,106.32588,52.55401,29.60137,18.76168,13.11199,9.86015,7.80773,6.40765,5.39313,4.62415,4.0217,3.53783,3.14169,2.81237,2.53509,2.2991,2.09628,1.92062,1.76733,1.63269,1.51367,1.40789,1.31347,1.22872,1.15239,1.08334,1.02066,0.96357,0.91141,0.86361,0.81968,0.77921,0.74184,0.70723,0.67514,0.64532,0.61754,0.5916,0.56736,42669.27681,31338.38236,24512.46235,20157.06478,17163.19266,14997.01935,13367.0903,12101.29967,11092.22348,10269.87835,9587.04362,9010.89246,8518.00082,8091.26444,7717.93231,7388.32314,7094.96239,6831.98986,6594.75219,6379.5055,6183.20498,6003.34864,5837.86196,5685.00917,5543.32802,5411.57573,5288.69103,5173.76123,5065.99611,4964.70996,4869.30178,4779.24587,4694.0772,4613.38507,4536.80398,4464.00823,4394.70648,4328.63687,4265.5638,4205.27494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DGOH677711105,5,OH,111,Monroe,40,0,1,east_coast,6777,marcellus western,10001.62,10935.05,42.11269807,0.4,1,0.08,116,7784.448,95,292,19,0,40,0.012,0.505,0.182,0.131,0.169,324.32148,240.51409,81.78274,44.76614,31.83435,25.68226,22.07083,19.65169,17.89252,16.5431,15.46922,14.59161,13.85897,13.23685,12.70172,12.23542,11.82515,11.4609,11.13505,10.84122,10.57488,10.33208,10.10956,9.90471,9.71515,9.53947,9.37557,9.22258,9.07906,8.94437,8.81743,8.69767,8.58401,8.47638,8.37431,8.27682,8.184,8.09547,8.01075,7.92958,233570.7941,171045.5248,121982.8295,96465.27715,80346.73272,69098.46601,60756.05041,54307.7991,49170.61153,44981.01675,41499.212,38560.07052,36046.00849,33870.98957,31970.61945,30295.76131,28808.28793,27478.17753,26281.47819,25198.85572,24214.53671,23315.52995,22491.03816,21732.01757,21030.8355,20381.00571,19776.98151,19213.99102,18687.90683,18195.14089,17732.55811,17297.40759,16887.26466,16499.9856,16133.66513,15786.60679,15457.29319,15144.36319,14846.59294,14562.87829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DGOH679001305,5,OH,13,Belmont,40,0,1,east_coast,6790,utica gas-core,9254.98,10158.72,42.11269807,0.4,0,0,128,86560,275,402,12,10,40,0.6,0.21,0.09,0.04,0.06,86.7024,69.99489,59.16003,51.74263,46.22492,41.92938,38.47535,35.62877,33.23652,31.19401,29.42676,27.88065,26.51535,25.29936,24.20873,23.22441,22.3307,21.51523,20.76772,20.07983,19.44426,18.85501,18.30689,17.79565,17.31757,16.86931,16.44795,16.0511,15.6767,15.32275,14.98734,14.66921,14.36703,14.07936,13.80512,13.54354,13.29361,13.05462,12.82575,12.60632,317743.1652,227465.1384,158591.5119,125201.1238,105206.0927,91810.90227,82137.90598,74765.00125,68916.65578,64136.58976,60138.93481,56734.86342,53793.997,51222.92832,48952.65322,46930.87662,45117.10628,43479.41811,41992.25319,40634.87169,39390.24917,38244.26884,37185.11504,36202.81945,35288.90863,34436.13199,33638.24747,32889.84823,32186.2293,31523.2749,30897.36777,30305.31632,29744.29324,29211.78326,28705.54281,28223.56184,27764.03609,27325.33862,26906.00059,26504.69128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DGOH679002905,5,OH,29,Columbiana,40,0,1,east_coast,6790,utica gas-core,8482.79,7686.43,42.11269807,0.4,0,0,128,85440,526,142,13,10,60,0.73,0.173,0.052,0.024,0.021,1159.50207,667.47669,413.51123,300.01278,235.36247,193.64197,164.52989,143.08705,126.65156,113.66267,103.1451,94.4592,87.16695,80.95983,75.61342,70.96114,66.87673,63.26246,60.0419,57.15426,54.55067,52.19111,50.04278,48.07897,46.27647,44.61634,43.08254,41.66105,40.33996,39.109,37.95925,36.88283,35.87288,34.92371,34.02981,33.18649,32.38935,31.63513,30.91992,30.24106,71802.45856,53614.82265,39062.98799,32148.89284,27768.10047,24659.26216,22312.88606,20467.56511,18971.65927,17730.30172,16680.8382,15780.09119,14997.24805,14309.66723,13700.29304,13156.00244,12666.51271,12223.63922,11820.77678,11452.53115,11114.45091,10802.82531,10514.53876,10246.95173,9997.81461,9765.1959,9547.42964,9343.0699,9150.85535,8969.68142,8798.57448,8636.67646,8483.22334,8337.53691,8199.01072,8067.10042,7941.31731,7821.22043,7706.41113,7596.52792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DGOH679008105,5,OH,81,Jefferson,40,0,1,east_coast,6790,utica gas-core,10497.89,13215.47,42.11269807,0.4,0,0,128,65600,417,96,10,10,0,0.64,0.191,0.099,0.038,0.032,0.00093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,199939.6309,121470.021,67845.91139,46794.39116,35876.08576,29329.44381,25010.8436,21957.40719,19683.01022,17920.06796,16510.64628,15355.95196,14391.10345,13571.71398,12866.35944,12252.1438,11711.96991,11232.80532,10804.53313,10419.17697,10070.35994,9752.9226,9462.64234,9196.03213,8950.18292,8722.65012,8511.3647,8314.56131,8130.72575,7958.55086,7796.90264,7644.79206,7501.35189,7365.81926,7237.52025,7115.85567,7000.29394,6890.35808,6785.62181,6685.70107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DGOH679011105,5,OH,111,Monroe,40,0,1,east_coast,6790,utica gas-core,9200.89,8851.15,42.11269807,0.4,1,0.08,128,57666.80412,298,153,5,0,45,0.73,0.173,0.052,0.024,0.021,8.50683,8.06983,7.72726,7.44754,7.21257,7.01119,6.83554,6.68052,6.54222,6.41789,6.30497,6.20172,6.1069,6.01954,5.93829,5.86278,5.79205,5.72594,5.66349,5.6047,5.54917,5.49657,5.4465,5.39877,5.35361,5.31015,5.2689,5.22902,5.1909,5.15425,5.11915,5.08525,5.05249,5.02103,4.99063,4.9611,4.93277,4.90519,4.87839,4.85256,49885.28863,44409.78679,32241.89165,25593.80793,21253.10712,18195.50831,15934.81292,14201.16368,12831.81972,11723.26126,10806.99127,10036.21349,9378.06145,8808.87271,8311.22389,7872.01758,7481.22153,7131.01809,6815.21947,6528.86026,6267.90406,6029.03391,5809.49616,5606.9819,5419.54242,5245.51937,5083.49115,4932.23279,4790.6828,4657.91559,4533.12113,4415.58759,4304.68543,4199.85665,4100.60555,4006.48905,3917.10984,3832.11164,3751.17367,3674.00419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DGOH679012105,5,OH,121,Noble,40,0,1,east_coast,6790,utica gas-core,8387.56,7902.23,42.11269807,0.4,0,0,128,28171.19899,217,4,0,10,23.23529412,0.494205882,0.285558824,0.0955,0.048882353,0.075558824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,976.48645,899.16282,837.81707,787.65361,745.6723,709.88741,678.92554,651.80293,627.79427,606.35157,587.05232,569.56486,553.62476,539.01849,525.57127,513.13868,501.60006,490.85399,480.81423,471.4072,462.5694,454.24609,446.38937,438.95745,431.91353,425.22513,418.86345,412.80284,407.02029,401.49527,396.20927,391.14556,386.289,381.6259,377.14378,372.83122,368.67779,364.67392,360.81097,357.08069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DGOH679101305,5,OH,13,Belmont,40,0,1,east_coast,6791,utica gas-extension,9607.34,10263.32,42.11269807,0.4,0,0,212.2608696,12787.60401,25,180,5,10,28.23478261,0.416173913,0.328643478,0.10193913,0.058243478,0.094652174,89.40366,39.34348,1.57404,0.17932,0.04599,0.02321,0.01664,0.01367,0.0119,0.01056,0.00954,0.00872,0.00801,0.00743,0.00692,0.00648,0.00605,0.00575,0.00538,0.00516,0.00486,0.00464,0.00448,0.00421,0.00406,0.00393,0.0038,0.00358,0.00347,0.00336,0.00327,0.00319,0.00311,0.00289,0.00285,0.00276,0.00271,0.00264,0.00259,0.00252,183086.5416,119936.802,80055.04461,62052.98844,51381.898,44200.58159,38995.14611,35028.17339,31893.12942,29346.33269,27232.27071,25446.66945,23916.76199,22590.08197,21427.76122,20400.34635,19485.08435,18664.10569,17923.1728,17250.79829,16637.60838,16075.87729,15559.17926,15082.12469,14640.1603,14229.41208,13846.56227,13488.75297,13153.50906,12838.6764,12542.37005,12262.93408,11998.90739,11748.9954,11512.04748,11287.03713,11073.04486,10869.24552,10674.89534,10489.32321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DGOH679101905,5,OH,19,Carroll,40,0,1,east_coast,6791,utica gas-extension,7942.75,7261.03,42.11269807,0.4,0,0,128,34564.16637,6,544,0,10,121,0.644,0.19,0.098,0.037,0.031,4712.01342,2610.86891,1811.77821,1394.44495,1139.11336,967.10436,843.48902,750.43904,677.91174,619.8231,572.27027,532.63646,499.10228,470.36333,445.45981,423.67012,404.44268,387.34639,372.04358,358.26078,345.77869,334.41923,324.03235,314.49602,305.70605,297.57544,290.03038,283.00702,276.45179,270.31689,264.56095,259.14838,254.0481,249.23294,244.67749,240.36102,236.26343,232.36823,228.65889,225.12353,93635.64314,73558.24941,62257.72978,54707.01326,49172.10359,44879.1559,41420.86634,38558.39131,36140.44123,34065.47197,32262.17913,30678.65491,29275.9844,28024.26745,26900.06339,25884.66712,24962.9347,24122.44799,23352.90773,22645.69284,21993.52481,21390.20854,20830.44037,20309.64857,19823.87273,19369.66307,18944.00361,18544.24321,18168.0445,17813.33801,17478.28813,17161.25725,16860.78305,16575.55678,16304.3978,16046.2489,15800.15223,15565.24105,15340.73043,15125.9051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DGOH679102905,5,OH,29,Columbiana,40,0,1,east_coast,6791,utica gas-extension,6606.6,7870.35,42.11269807,0.4,0,0,212.2608696,2176.583102,1,31,0,10,28.23478261,0.416173913,0.328643478,0.10193913,0.058243478,0.094652174,5.72674,5.24234,4.89089,4.60706,4.36986,4.16763,3.99246,3.8392,3.70376,3.58292,3.47466,3.377,3.28834,3.20756,3.13355,3.06561,3.0028,2.94467,2.89071,2.84048,2.79366,2.74972,2.70857,2.66984,2.63337,2.59891,2.56639,2.53541,2.50621,2.47836,2.45184,2.42662,2.40253,2.3795,2.35744,2.33633,2.31609,2.29664,2.27797,2.26005,14454.32817,10711.31108,8657.77322,7330.79987,6391.65812,5686.83985,5135.65104,4691.23608,4324.35595,4015.73809,3752.11911,3524.04679,3324.588,3148.53258,2991.88316,2851.51804,2724.96118,2610.22124,2505.67794,2409.99826,2322.07448,2240.97882,2165.92724,2096.25301,2031.38484,1970.83067,1914.16383,1861.01333,1811.05393,1763.99967,1719.59841,1677.62651,1637.88519,1600.19675,1564.40226,1530.35884,1497.93791,1467.0232,1437.50965,1409.30122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DGOH679105905,5,OH,59,Guernsey,40,0,1,east_coast,6791,utica gas-extension,6709.09,8647.45,42.11269807,0.4,0,0,213,44801.3494,5,238,1,10,129,0.64,0.191,0.099,0.038,0.032,1010.75766,723.86688,555.7424,459.30936,393.51041,345.08953,307.86473,278.36877,254.45,234.68735,218.10051,203.99176,191.85042,181.29509,172.03545,163.84768,156.55457,150.01677,144.12129,138.77694,133.90861,129.4542,125.36184,121.58818,118.09608,114.85449,111.83676,109.01941,106.38267,103.9089,101.58275,99.39115,97.32223,95.36584,93.51208,91.75283,90.08097,88.49007,86.97379,85.52701,26128.47507,22742.40085,19595.2,17346.46941,15600.36332,14196.4479,13043.04999,12080.32977,11266.51054,10571.18168,9971.54697,9450.13879,8993.34276,8590.39608,8232.68947,7913.26845,7626.46501,7367.6245,7132.89442,6919.06864,6723.46113,6543.81011,6378.19991,6224.99955,6082.81644,5950.45267,5826.8752,5711.19013,5602.61878,5500.48161,5404.18289,5313.19877,5227.06783,5145.37847,5067.76806,4993.91147,4923.5188,4856.32992,4792.1101,4730.64835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DGOH679106705,5,OH,67,Harrison,40,0,1,east_coast,6791,utica gas-extension,8340.6,9826.33,42.11269807,0.4,0,0,213,55012.13645,75,519,15,10,110,0.543,0.221,0.133,0.065,0.038,2964.98212,2252.63769,1345.50216,1059.53116,900.45131,791.21097,709.1214,644.42305,591.86186,548.2174,511.35606,479.79011,452.44288,428.51513,407.39756,388.6175,371.80403,356.65906,342.94413,330.46146,319.04982,308.57488,298.92323,289.9992,281.7209,274.01987,266.83592,260.11603,253.81663,247.89752,242.32495,237.06687,232.09745,227.39215,222.92983,218.69209,214.66064,210.82016,207.15795,203.66115,277215.4722,184478.9645,132559.8986,105863.6382,89446.68057,78230.44637,70022.34922,63719.5501,58704.77868,54604.57016,51179.19479,48267.40681,45756.5385,43565.32909,41633.57948,39915.6659,38376.317,36987.7974,35727.9678,34578.91818,33525.98797,32557.05259,31661.98606,30832.26171,30060.64256,29340.94246,28667.84095,28036.73239,27443.61143,26884.97399,26357.74273,25859.20166,25386.94566,24938.83468,24512.96031,24107.61231,23721.25649,23352.50881,23000.12048,22662.96007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DGOH679108105,5,OH,81,Jefferson,40,0,1,east_coast,6791,utica gas-extension,9280.94,11270.54,42.11269807,0.4,0,0,212.2608696,15068.59112,35,279,7,10,28.23478261,0.416173913,0.328643478,0.10193913,0.058243478,0.094652174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240378.4425,171681.7733,132348.5735,110503.4007,96236.95258,85948.02958,78057.26979,71758.07468,66586.50006,62251.07897,58556.58912,55365.98845,52579.61215,50122.94487,47939.01715,45983.45178,44221.12692,42623.86069,41168.76316,39837.03844,38613.10548,37483.93173,36438.53009,35467.57071,34563.07697,33718.18865,32926.96901,32184.25697,31485.54167,30826.8624,30204.72722,29616.04543,29058.06961,28528.3509,28024.697,27545.14271,27087.91563,26651.4185,26234.2045,25834.9605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DGOH679111505,5,OH,115,Morgan,40,0,1,east_coast,6791,utica gas-extension,6757.86,7639,42.11269807,0.4,1,0.01,212.2608696,278.6348445,1,3,0,10,28.23478261,0.416173913,0.328643478,0.10193913,0.058243478,0.094652174,3.82253,3.35991,3.05369,2.82144,2.63528,2.48092,2.34991,2.23685,2.13799,2.05054,1.97253,1.90237,1.8389,1.78109,1.72821,1.67962,1.63472,1.59317,1.55452,1.51846,1.48482,1.45321,1.42352,1.39562,1.36917,1.34426,1.32064,1.29814,1.27684,1.25658,1.23729,1.21869,1.20106,1.18418,1.16802,1.15248,1.13758,1.12318,1.10942,1.09615,91.56222,83.85623,77.55119,72.2668,67.75793,63.85609,60.4407,57.42231,54.73276,52.31921,50.13982,48.16103,46.35548,44.70077,43.17806,41.77189,40.46888,39.25781,38.12899,37.07406,36.08587,35.15801,34.28497,33.46193,32.68458,31.94916,31.2522,30.59062,29.96183,29.36331,28.79288,28.24853,27.7285,27.23107,26.75484,26.29836,25.86044,25.43994,25.03578,24.64698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DGOH679111905,5,OH,119,Muskingum,40,0,1,east_coast,6791,utica gas-extension,6900.3,13345,42.11269807,0.4,0,0,212.2608696,1942.743092,1,22,0,10,28.23478261,0.416173913,0.328643478,0.10193913,0.058243478,0.094652174,3.68392,2.47958,1.83916,1.4554,1.20575,1.03365,0.90915,0.816,0.74412,0.6873,0.64149,0.60389,0.57259,0.54615,0.52357,0.5041,0.48716,0.47231,0.45907,0.44734,0.4368,0.42728,0.41869,0.41085,0.40366,0.39707,0.39102,0.38533,0.38008,0.37526,0.37066,0.36635,0.36235,0.35858,0.35504,0.35166,0.34854,0.34542,0.34248,0.33973,555.59239,502.22088,461.15214,427.71538,399.63441,375.57434,354.66625,336.30339,320.04077,305.53947,292.53388,280.81142,270.19889,260.5531,251.75418,243.70109,236.30792,229.50069,223.21625,217.39911,212.00156,206.98155,202.30249,197.93189,193.84111,190.00479,186.40037,183.00788,179.8093,176.78876,173.93154,171.22501,168.65747,166.21821,163.89789,161.68775,159.58001,157.56755,155.64381,153.80293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DGOH679112105,5,OH,121,Noble,40,0,1,east_coast,6791,utica gas-extension,6476.86,9332.8,42.11269807,0.4,0,0,213,45936,40,305,8,10,121,0.644,0.19,0.098,0.037,0.031,1178.00671,405.66343,177.77776,135.89956,119.00746,108.1609,99.96872,93.40614,87.98842,83.42377,79.5174,76.13037,73.16159,70.53485,68.19049,66.0827,64.17552,62.43917,60.85029,59.38924,58.04005,56.78884,55.625,54.53795,53.5209,52.56556,51.66636,50.818,50.01578,49.25561,48.53396,47.84767,47.19455,46.57102,45.97551,45.40604,44.86059,44.33718,43.83471,43.3518,64901.3888,44129.36756,32363.81357,26486.73817,22940.16844,20513.38399,18702.92497,17272.77723,16099.91645,15113.42046,14268.58888,13535.14388,12891.43437,12321.34921,11812.54624,11355.36074,10942.09393,10566.52368,10223.56362,9909.00981,9619.35882,9351.66375,9103.42921,8872.52719,8657.13149,8455.66583,8266.76222,8089.22872,7922.01941,7764.21644,7615.007,7473.67135,7339.56859,7212.12693,7090.834,6975.22895,6864.89778,6759.46536,6658.59263,6561.97085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
