FILE NAME:     RSSTK
DATE MODIFIED: December 23, 2025
USED BY:       RDHTREQC subroutine of the National Energy Modeling System (NEMS) Residential Demand Module (RDM)
DEFINITION:    Physical number of equipment stock for all residential equipment classes (29 major and the rest minor classes)
UNITS:         Number of equipment/appliances/devices in the base year
DIMENSION:     housing type (each column), U.S. census division (each row, 1-9), equipment class (each group of 9 rows)
SPECIAL CONSTRAINTS:  Data starts on row 21 of this file as per RDM convention.
ORGANIZATION OF DATA:
               Variables: EQCESE (for major end uses in RSCLASS),FANEQP,TVSEQP,STBEQP,HTSEQP,OTTEQP,VGCEQP,DPCEQP,LPCEQP,MONEQP,NETEQP,BATEQP,
                CFNEQP,COFEQP,DEHEQP,MCOEQP,PHPEQP,SECEQP,SPAEQP,WCLEQP,SPKEQP,PHNQP,TABEQP,KITEQP,EAEQP,SHTEQP,APPEQP
SOURCES:       2020 RECS microdata (https://www.eia.gov/consumption/residential/data/2020/index.php?view=microdata)
               "Analysis and Representation of Miscellaneous Electric Loads in NEMS": https://www.eia.gov/analysis/studies/demand/miscelectric/
               U.S. Census Bureau Characteristics of New Housing: https://www.census.gov/construction/chars/historical_data/
COMMENT:       Remove kerosene and coal placeholders; move data row labels to end of file for streamlined input reading





SF	MF	MOBILE
Pool Pump	45	2
Pool Pump	45	3
Pool Pump	45	4
Pool Pump	45	5
Pool Pump	45	6
Pool Pump	45	7
Pool Pump	45	8
Pool Pump	45	9
Pool Heaters	46	1
Pool Heaters	46	2
Pool Heaters	46	3
Pool Heaters	46	4
Pool Heaters	46	5
Pool Heaters	46	6
Pool Heaters	46	7
Pool Heaters	46	8
Pool Heaters	46	9
Residential Security Systems	47	1
Residential Security Systems	47	2
Residential Security Systems	47	3
Residential Security Systems	47	4
Residential Security Systems	47	5
Residential Security Systems	47	6
Residential Security Systems	47	7
Residential Security Systems	47	8
Residential Security Systems	47	9
Portable Electric Spas	48	1
Portable Electric Spas	48	2
Portable Electric Spas	48	3
Portable Electric Spas	48	4
Portable Electric Spas	48	5
Portable Electric Spas	48	6
Portable Electric Spas	48	7
Portable Electric Spas	48	8
Portable Electric Spas	48	9
Miscellaneous Refrigeration Products	49	1
Miscellaneous Refrigeration Products	49	2
Miscellaneous Refrigeration Products	49	3
Miscellaneous Refrigeration Products	49	4
Miscellaneous Refrigeration Products	49	5
Miscellaneous Refrigeration Products	49	6
Miscellaneous Refrigeration Products	49	7
Miscellaneous Refrigeration Products	49	8
Miscellaneous Refrigeration Products	49	9
Smart Speakers	50	1
Smart Speakers	50	2
Smart Speakers	50	3
Smart Speakers	50	4
Smart Speakers	50	5
Smart Speakers	50	6
Smart Speakers	50	7
Smart Speakers	50	8
Smart Speakers	50	9
Smartphones	51	1
Smartphones	51	2
Smartphones	51	3
Smartphones	51	4
Smartphones	51	5
Smartphones	51	6
Smartphones	51	7
Smartphones	51	8
Smartphones	51	9
Tablets	52	1
Tablets	52	2
Tablets	52	3
Tablets	52	4
Tablets	52	5
Tablets	52	6
Tablets	52	7
Tablets	52	8
Tablets	52	9
Small Kitchen Appliances	53	1
Small Kitchen Appliances	53	2
Small Kitchen Appliances	53	3
Small Kitchen Appliances	53	4
Small Kitchen Appliances	53	5
Small Kitchen Appliances	53	6
Small Kitchen Appliances	53	7
Small Kitchen Appliances	53	8
Small Kitchen Appliances	53	9
Electric Other	54	1
Electric Other	54	2
Electric Other	54	3
Electric Other	54	4
Electric Other	54	5
Electric Other	54	6
Electric Other	54	7
Electric Other	54	8
Electric Other	54	9
Natural Gas Secondary Heating	55	1
Natural Gas Secondary Heating	55	2
Natural Gas Secondary Heating	55	3
Natural Gas Secondary Heating	55	4
Natural Gas Secondary Heating	55	5
Natural Gas Secondary Heating	55	6
Natural Gas Secondary Heating	55	7
Natural Gas Secondary Heating	55	8
Natural Gas Secondary Heating	55	9
Electric Secondary Heating	56	1
Electric Secondary Heating	56	2
Electric Secondary Heating	56	3
Electric Secondary Heating	56	4
Electric Secondary Heating	56	5
Electric Secondary Heating	56	6
Electric Secondary Heating	56	7
Electric Secondary Heating	56	8
Electric Secondary Heating	56	9
Distillate Fuel Oil & Kerosene Secondary Heating	57	1
Distillate Fuel Oil & Kerosene Secondary Heating	57	2
Distillate Fuel Oil & Kerosene Secondary Heating	57	3
Distillate Fuel Oil & Kerosene Secondary Heating	57	4
Distillate Fuel Oil & Kerosene Secondary Heating	57	5
Distillate Fuel Oil & Kerosene Secondary Heating	57	6
Distillate Fuel Oil & Kerosene Secondary Heating	57	7
Distillate Fuel Oil & Kerosene Secondary Heating	57	8
Distillate Fuel Oil & Kerosene Secondary Heating	57	9
Propane Secondary Heating	58	1
Propane Secondary Heating	58	2
Propane Secondary Heating	58	3
Propane Secondary Heating	58	4
Propane Secondary Heating	58	5
Propane Secondary Heating	58	6
Propane Secondary Heating	58	7
Propane Secondary Heating	58	8
Propane Secondary Heating	58	9
Wood Secondary Heating	59	1
Wood Secondary Heating	59	2
Wood Secondary Heating	59	3
Wood Secondary Heating	59	4
Wood Secondary Heating	59	5
Wood Secondary Heating	59	6
Wood Secondary Heating	59	7
Wood Secondary Heating	59	8
Wood Secondary Heating	59	9
Natural Gas Other	60	1
Natural Gas Other	60	2
Natural Gas Other	60	3
Natural Gas Other	60	4
Natural Gas Other	60	5
Natural Gas Other	60	6
Natural Gas Other	60	7
Natural Gas Other	60	8
Natural Gas Other	60	9
Propane Other	61	1
Propane Other	61	2
Propane Other	61	3
Propane Other	61	4
Propane Other	61	5
Propane Other	61	6
Propane Other	61	7
Propane Other	61	8
Propane Other	61	9
Distillate Fuel Oil & Kerosene Other	62	1
Distillate Fuel Oil & Kerosene Other	62	2
Distillate Fuel Oil & Kerosene Other	62	3
Distillate Fuel Oil & Kerosene Other	62	4
Distillate Fuel Oil & Kerosene Other	62	5
Distillate Fuel Oil & Kerosene Other	62	6
Distillate Fuel Oil & Kerosene Other	62	7
Distillate Fuel Oil & Kerosene Other	62	8
Distillate Fuel Oil & Kerosene Other	62	9
