notes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
resid,state,play,district_number,rrc_number,Reg,drill_depth_ft,API,Oilvisc,Gasgrav,GOR,NGPL,NGPLET,NGPLPR,NGPLBU,NGPLIS,NGPLPP,HeatVal,CO2cont,H2Scont,N2cont,Sulfur,std_pattern_size_acres,Noilwell,Ngaswell,Ninjwell,lateral_count,lateral_length_ft,PHI,Pay,PERM,SOI,SOC,SOR,SWI,BOI,VDP,OOIP,process_code,total_pattern_size_acres,resacc,PROV,Totprod,Totinj,Totconv,Totps,past_wells,lyroil,lyrgas,numacc,OP1,OP2,OP3,OP4,OP5,OP6,OP7,OP8,OP9,OP10,OP11,OP12,OP13,OP14,OP15,OP16,OP17,OP18,OP19,OP20,OP21,OP22,OP23,OP24,OP25,OP26,OP27,OP28,OP29,OP30,OP31,OP32,OP33,OP34,OP35,OP36,OP37,OP38,OP39,OP40,GP1,GP2,GP3,GP4,GP5,GP6,GP7,GP8,GP9,GP10,GP11,GP12,GP13,GP14,GP15,GP16,GP17,GP18,GP19,GP20,GP21,GP22,GP23,GP24,GP25,GP26,GP27,GP28,GP29,GP30,GP31,GP32,GP33,GP34,GP35,GP36,GP37,GP38,GP39,GP40,CO1,CO2,CO3,CO4,CO5,CO6,CO7,CO8,CO9,CO10,CO11,CO12,CO13,CO14,CO15,CO16,CO17,CO18,CO19,CO20,CO21,CO22,CO23,CO24,CO25,CO26,CO27,CO28,CO29,CO30,CO31,CO32,CO33,CO34,CO35,CO36,CO37,CO38,CO39,CO40,WP1,WP2,WP3,WP4,WP5,WP6,WP7,WP8,WP9,WP10,WP11,WP12,WP13,WP14,WP15,WP16,WP17,WP18,WP19,WP20,WP21,WP22,WP23,WP24,WP25,WP26,WP27,WP28,WP29,WP30,WP31,WP32,WP33,WP34,WP35,WP36,WP37,WP38,WP39,WP40,WI1,WI2,WI3,WI4,WI5,WI6,WI7,WI8,WI9,WI10,WI11,WI12,WI13,WI14,WI15,WI16,WI17,WI18,WI19,WI20,WI21,WI22,WI23,WI24,WI25,WI26,WI27,WI28,WI29,WI30,WI31,WI32,WI33,WI34,WI35,WI36,WI37,WI38,WI39,WI40,II1,II2,II3,II4,II5,II6,II7,II8,II9,II10,II11,II12,II13,II14,II15,II16,II17,II18,II19,II20,II21,II22,II23,II24,II25,II26,II27,II28,II29,II30,II31,II32,II33,II34,II35,II36,II37,II38,II39,II40,WL1,WL2,WL3,WL4,WL5,WL6,WL7,WL8,WL9,WL10,WL11,WL12,WL13,WL14,WL15,WL16,WL17,WL18,WL19,WL20,WL21,WL22,WL23,WL24,WL25,WL26,WL27,WL28,WL29,WL30,WL31,WL32,WL33,WL34,WL35,WL36,WL37,WL38,WL39,WL40
DOTX470100511,TX,4701,50,3,2,700,22,116.672,0.624,262.091,0,0.428,0.29,0.048,0.117,0.117,0,0,0,0,0.5,15,15,0,0,4,343.24,35,23.116,400,40,33.986,30.5,60,1.01,0.5,573.73,11,346.198,9,47,1,0.348,0.652,1,0,11.04,2.804,1,0,8.719,23.333,21.568,19.756,17.898,1.203,1.179,1.155,1.132,1.11,1.087,1.066,1.044,1.023,1.003,0.983,0.963,0.944,0.925,0.907,0.888,0.871,0.853,0.836,0.82,0.803,0.787,0.771,0.756,0.741,0.726,0.711,0.697,0.683,0.67,0.656,0.643,0.63,0.618,0,2.285,6.115,5.653,5.178,4.691,0.315,0.309,0.303,0.296,0.291,0.285,0.279,0.273,0.268,0.263,0.257,0.252,0.247,0.242,0.237,0.233,0.228,0.223,0.219,0.215,0.21,0.206,0.202,0.198,0.194,0.19,0.186,0.183,0.179,0.175,0.172,0.168,0.165,0.162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.94,91.003,76.024,77.833,79.691,81.595,98.707,99.94,99.94,99.94,99.94,99.94,99.94,58.801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.94,99.94,99.94,99.94,99.94,99.94,99.94,99.94,99.94,99.94,99.94,99.94,99.94,99.94,99.94,99.94,99.94,99.94,99.94,99.94,99.94,99.94,99.94,99.94,99.94,99.94,99.94,99.94,99.94,99.94,99.94,99.94,99.94,99.94,99.94,99.94,99.94,99.94,99.94,99.94,5,5,5,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOTX470100611,TX,4701,50,3,2,1409.6,35,3.739,0.624,262.091,0,0.428,0.29,0.048,0.117,0.117,0,0,0,0,0.191,30,15,0,0,4,343.24,34,16,1000,69.54,40.602,25,3043.4,1.064,0.82,636.717,11,346.198,9,47,1,0,1,1,0,11.04,2.804,1,41.471,40.642,39.829,39.032,38.252,37.487,36.737,36.002,35.282,34.576,33.885,33.207,32.543,31.892,31.254,30.629,30.017,29.416,28.828,28.251,27.686,27.133,26.59,26.058,25.537,25.026,24.526,24.035,23.555,23.083,22.622,22.169,21.726,21.291,20.866,20.448,20.039,19.639,19.246,18.861,10.869,10.652,10.439,10.23,10.025,9.825,9.628,9.436,9.247,9.062,8.881,8.703,8.529,8.359,8.191,8.028,7.867,7.71,7.555,7.404,7.256,7.111,6.969,6.83,6.693,6.559,6.428,6.299,6.173,6.05,5.929,5.81,5.694,5.58,5.469,5.359,5.252,5.147,5.044,4.943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113.792,157.296,157.296,157.296,157.296,157.296,157.296,157.296,157.296,157.296,157.296,157.296,157.296,157.296,157.296,157.296,157.296,157.296,157.296,157.296,157.296,157.296,157.296,157.296,157.296,157.296,157.295,157.295,22.715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOTX470100711,TX,4701,50,3,2,1209,28,0.48,0.77,2867.868,0,0.428,0.29,0.048,0.117,0.117,0,0,0,0,0.4,20,104,0,0,4,457.714,33,27.573,690.507,76.494,38.687,25,23.48,1.004,0.811,2088.461,11,4040,9,47,1,0.485,0.515,1,0,175.471,75.138,1,8.43,3.785,2.959,2.525,2.244,2.043,1.89,1.768,1.668,1.584,1.512,1.449,1.394,1.345,1.301,0.558,0.547,0.536,0.525,0.515,0.504,0.494,0.484,0.475,0.465,0.456,0.447,0.438,0.429,0.421,0.412,0.404,0.396,0.388,0.38,0.373,0.365,0.358,0.351,0.344,24.177,10.854,8.486,7.241,6.436,5.86,5.42,5.071,4.783,4.542,4.335,4.155,3.997,3.857,3.731,1.601,1.569,1.538,1.507,1.477,1.447,1.418,1.39,1.362,1.335,1.308,1.282,1.256,1.231,1.207,1.182,1.159,1.136,1.113,1.091,1.069,1.047,1.027,1.006,0.986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.258,2.824,3.727,4.202,4.509,4.729,4.897,5.03,5.14,5.232,5.311,5.379,5.44,5.493,5.541,6.354,6.964,6.964,6.964,6.964,6.964,6.964,6.964,5.704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1700.066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOTX470100811,TX,4701,50,3,2,5255,27,0.986,0.58,147.22,0,0.428,0.29,0.048,0.117,0.117,0,0,0,0,0.191,20,72,0,0,4,343.24,33,100,504,69.54,43.778,25,30.434,1.209,0.883,2787.729,11,1363.154,9,47,1,0,1,1,0,274.348,47.938,1,22.725,10.202,7.976,6.806,6.05,5.508,5.095,4.766,4.496,4.269,4.075,3.906,3.757,3.625,3.507,3.399,3.302,3.213,3.131,3.055,2.985,2.919,2.858,2.801,2.747,2.697,2.649,2.604,2.561,2.52,2.481,2.444,2.409,2.375,2.343,2.312,0.321,0.315,0.308,0.302,3.346,1.502,1.174,1.002,0.891,0.811,0.75,0.702,0.662,0.629,0.6,0.575,0.553,0.534,0.516,0.5,0.486,0.473,0.461,0.45,0.439,0.43,0.421,0.412,0.404,0.397,0.39,0.383,0.377,0.371,0.365,0.36,0.355,0.35,0.345,0.34,0.047,0.046,0.045,0.044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.387,6.239,8.838,10.206,11.089,11.722,12.204,12.588,12.903,13.169,13.396,13.593,13.767,13.921,14.059,14.185,14.298,14.403,14.498,14.587,14.669,14.745,14.816,14.883,14.946,15.005,15.061,15.114,15.164,15.212,15.257,15.3,15.341,15.381,15.418,15.455,17.78,18.155,18.155,18.155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1700.066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,5,5,5,5,5,5,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOTX470100911,TX,4701,50,3,2,412,18,13.878,0.624,676.065,0,0.428,0.29,0.048,0.117,0.117,0,0,0,0,0.191,20,40,0,0,4,233.345,30,20,880,80,52.115,30.5,20,1.054,0.631,441.537,11,500,9,47,0,2,0,2,0,12.58,11.373,1,19.307,7.922,6.066,2.917,2.859,2.801,2.745,2.691,2.637,2.584,2.532,2.482,2.432,2.383,2.336,2.289,2.243,2.198,2.154,2.111,2.069,2.028,1.987,1.947,1.908,1.87,1.833,1.796,1.76,1.725,1.691,1.657,1.624,1.591,1.559,1.528,1.498,1.468,1.438,1.41,13.053,5.356,4.101,1.972,1.933,1.894,1.856,1.819,1.783,1.747,1.712,1.678,1.644,1.611,1.579,1.547,1.517,1.486,1.456,1.427,1.399,1.371,1.343,1.317,1.29,1.264,1.239,1.214,1.19,1.166,1.143,1.12,1.098,1.076,1.054,1.033,1.012,0.992,0.972,0.953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.251,-8.334,-6.381,-3.068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOTX470101011,TX,4701,50,3,2,5936,37,0.399,0.624,4110.968,0,0.428,0.29,0.048,0.117,0.117,0,0,0,0,0.191,20,60,0,0,4,343.24,28,60,690.507,69.54,42.536,25,30.434,1.371,0.914,953.794,11,865.495,9,47,1,0,1,1,0,183.994,829.059,1,16.353,7.342,5.74,4.898,4.353,3.964,3.666,3.43,3.236,3.072,2.932,2.811,2.704,2.609,2.523,2.446,2.376,2.312,2.175,2.132,2.089,2.047,2.006,1.966,1.927,1.888,1.85,1.813,1.777,1.742,1.707,1.673,1.639,1.606,1.574,1.543,1.512,1.482,1.452,1.423,67.228,30.182,23.597,20.134,17.897,16.295,15.073,14.1,13.301,12.63,12.055,11.555,11.115,10.724,10.374,10.057,9.768,9.505,8.94,8.761,8.586,8.414,8.246,8.081,7.919,7.761,7.606,7.454,7.305,7.159,7.015,6.875,6.738,6.603,6.471,6.341,6.215,6.09,5.968,5.849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7.275,4.278,6.331,7.411,8.109,8.608,8.99,9.293,9.542,9.751,9.931,10.087,10.224,10.346,10.455,10.554,10.644,10.726,10.902,13.69,13.69,13.69,13.69,13.69,13.69,13.69,13.69,3.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1700.066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,5,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOTX470101111,TX,4701,50,3,2,5667,38,0.359,0.624,236457.406,0,0.428,0.29,0.048,0.117,0.117,0,0,0,0,0.1,14.425,1,0,0,4,327.266,30,20,500,70,32.808,25,30,1.316,0.833,10716.977,11,432.747,9,47,1,0.929,0.071,1,0,0.037,13.923,1,25.752,13.896,8.334,4.624,2.058,0.349,-0.734,-1.387,-1.763,3.393,3.494,3.165,2.852,2.544,2.244,1.967,1.732,1.555,1.448,1.408,1.413,1.421,1.354,1.104,0.518,0.508,0.497,0.488,0.478,0.468,0.459,0.45,0.441,0.432,0.423,0.415,0.406,0.398,0.39,0.383,6089.368,3285.834,1970.532,1093.446,486.586,82.52,-173.672,-327.888,-416.827,802.266,826.241,748.414,674.424,601.509,530.637,465.156,409.502,367.777,342.392,332.874,334.227,335.889,320.14,261.065,122.521,120.071,117.669,115.316,113.009,110.749,108.534,106.364,104.236,102.152,100.109,98.106,96.144,94.221,92.337,90.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024.338,2064.217,2070.663,2075.332,2078.634,2080.915,2082.456,2083.484,2084.177,2084.666,2085.045,2085.374,2085.687,2085.995,2086.295,2086.572,2086.807,2086.983,2087.091,2087.131,2087.125,2087.118,2087.185,2087.435,2088.021,2088.539,2088.539,2088.539,2088.539,2088.539,2088.539,2088.539,2088.539,2088.539,2088.539,2088.539,2088.539,2088.539,2088.539,2088.539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOTX470700111,TX,4707,48,1,2,6932.4,21,1.219,0.634,8418.025,0,0.428,0.29,0.048,0.117,0.117,0,0,0,0,0.8,15,3,0,0,4,990,14.75,34,5.1,79,75.823,30.5,21,1.23,0.72,1499.165,11,180,9,47,1,0.75,0.25,1,0,8.462,67.616,1,0,6.313,22.563,21.08,19.559,18,16.402,10.639,10.426,10.218,10.013,9.813,9.617,9.424,9.236,9.051,8.87,8.693,8.519,8.349,8.182,8.018,7.858,7.7,7.546,7.396,7.248,7.103,6.961,6.821,6.685,6.551,6.42,6.292,6.166,6.043,5.922,5.803,5.687,5.574,0,53.147,189.939,177.456,164.65,151.521,138.07,89.557,87.766,86.011,84.29,82.605,80.952,79.333,77.747,76.192,74.668,73.175,71.711,70.277,68.871,67.494,66.144,64.821,63.525,62.254,61.009,59.789,58.593,57.421,56.273,55.147,54.045,52.964,51.904,50.866,49.849,48.852,47.875,46.917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93.824,86.336,67.064,68.823,70.627,72.476,74.372,81.206,93.824,93.824,93.824,93.824,93.824,80.887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93.824,93.824,93.824,93.824,93.824,93.824,93.824,93.824,93.824,93.824,93.824,93.824,93.824,93.824,93.824,93.824,93.824,93.824,93.824,93.824,93.824,93.824,93.824,93.824,93.824,93.824,93.824,93.824,93.824,93.824,93.824,93.824,93.824,93.824,93.824,93.824,93.824,93.824,93.824,93.824,5,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOTX471400111,TX,4714,48,1,2,3487.9,34,0.139,0.605,0,0,0.428,0.29,0.048,0.117,0.117,0,0,0,0,-1,30,4,0,0,4,660,22.3,19.833,85,66,53.51,25,3400,1.21,0.5,1871.582,11,400,9,47,1,0.692,0.308,1,0,2.43,0,1,47.577,46.625,45.693,44.779,43.884,43.006,42.146,41.303,40.477,39.667,38.874,38.096,37.334,36.588,35.856,35.139,34.436,33.747,33.072,32.411,31.763,31.128,30.505,29.895,29.297,28.711,28.137,27.574,27.023,26.482,25.953,25.433,24.925,24.426,23.938,23.459,22.99,22.53,22.079,21.638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.803,58.659,58.659,58.659,58.659,58.659,58.659,58.659,58.659,58.659,58.659,58.659,22.788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOTX471500111,TX,4715,48,1,2,4521.1,38,0.456,0.633,0,0,0.428,0.29,0.048,0.117,0.117,0,0,0,0,0.7,30,11,0,0,4,285.788,28,8.5,67,60,35.72,25,4000,1.24,0.887,304.575,11,375,9,47,1,0.154,0.846,1,0,24.465,0,1,15.397,15.089,14.787,14.492,14.202,13.918,13.639,13.367,13.099,12.837,12.58,12.329,12.082,11.841,11.604,11.372,11.144,10.921,10.703,10.489,10.279,10.074,9.872,9.675,9.481,9.292,9.106,8.924,8.745,8.57,8.399,8.231,8.066,7.905,7.747,7.592,7.44,7.291,7.145,7.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.62,23.758,23.758,23.758,23.758,23.758,23.758,23.758,23.758,23.758,23.758,23.758,23.758,23.758,23.758,23.758,23.758,23.758,23.758,23.758,23.758,23.758,23.758,23.758,23.758,23.758,23.758,23.758,23.758,23.758,23.758,23.758,23.758,15.011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOTX471500211,TX,4715,48,1,2,3493.2,36,1.211,0.633,2673.502,0,0.428,0.29,0.048,0.117,0.117,0,0,0,0,0.2,21,21,0,0,4,404.166,26,32,12.6,60,56.582,25,40,1.175,0.72,988.885,11,630,9,47,1,0,1,1,0,4.61,16.406,1,79.487,47.136,34.643,25.596,19.195,14.776,11.789,9.796,8.453,7.506,6.772,6.134,5.528,4.93,4.349,3.812,3.356,3.014,2.806,2.728,2.739,2.753,2.624,2.14,1.004,0.984,0.964,0.945,0.926,0.908,0.889,0.872,0.854,0.837,0.82,0.001,0.001,0.001,0.001,0.001,212.508,126.018,92.619,68.43,51.319,39.503,31.518,26.188,22.6,20.067,18.104,16.399,14.778,13.18,11.627,10.192,8.973,8.059,7.502,7.294,7.324,7.36,7.015,5.72,2.685,2.631,2.579,2.527,2.477,2.427,2.378,2.331,2.284,2.239,2.194,0.003,0.003,0.003,0.003,0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1816.55,1893.835,1906.328,1915.376,1921.776,1926.196,1929.182,1931.176,1932.518,1933.465,1934.199,1934.837,1935.444,1936.041,1936.622,1937.159,1937.615,1937.957,1938.165,1938.243,1938.232,1938.218,1938.347,1938.832,1939.967,1940.971,1940.971,1940.971,1940.971,1940.971,1940.971,1940.971,1940.971,1940.971,1940.971,1940.97,1940.971,1940.971,1940.971,1940.971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOTX471600111,TX,4716,48,1,2,2978.4,31.9,1.003,0.6,7266.431,0,0.428,0.29,0.048,0.117,0.117,0,0,0,0,0.4,20,207,0,0,4,466.69,20,12.333,8,51,43.322,25,49,1.19,0.72,236.134,11,5960,9,47,1,0.305,0.695,1,0,105.882,648.337,1,9.002,4.041,1.837,1.8,1.764,1.729,1.694,1.661,1.627,1.595,1.563,1.532,1.501,1.471,1.442,1.413,1.384,1.357,1.33,1.303,1.277,1.251,1.226,1.202,1.178,1.154,1.131,1.109,1.086,1.065,1.043,1.023,1.002,0.982,0.962,0.943,0.924,0.906,0.888,0.87,65.412,29.366,13.346,13.079,12.817,12.561,12.31,12.064,11.822,11.586,11.354,11.127,10.905,10.687,10.473,10.263,10.058,9.857,9.66,9.467,9.277,9.092,8.91,8.732,8.557,8.386,8.218,8.054,7.893,7.735,7.58,7.429,7.28,7.134,6.992,6.852,6.715,6.581,6.449,6.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.783,30.249,17.355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1700.066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,8,0,0,0,0,0,0,0,0,0,0
DOTX471900111,TX,4719,48,1,2,2620.2,22,11.035,0.666,0,0,0.428,0.29,0.048,0.117,0.117,0,0,0,0,0.19,20,19,0,0,4,285.788,35,22,235,60,49.894,25,40,1.15,0.72,541.32,11,330,9,47,1,0,1,1,0,7.493,0,1,17.179,6.525,6.395,6.267,6.141,6.018,5.898,5.78,5.665,5.551,5.44,5.331,5.225,5.12,5.018,4.918,4.819,4.723,4.628,4.536,4.445,4.356,4.269,4.184,4.1,4.018,3.938,3.859,3.782,3.706,3.632,3.559,3.488,3.418,3.35,3.283,3.217,3.153,3.09,3.028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.679,43.973,5.669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1700.066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
