notes:,for now wlund.txt data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
resid,state,play,district_number,rrc_number,Reg,drill_depth_ft,API,Oilvisc,Gasgrav,GOR,NGPL,NGPLET,NGPLPR,NGPLBU,NGPLIS,NGPLPP,HeatVal,CO2cont,H2Scont,N2cont,Sulfur,std_pattern_size_acres,Noilwell,Ngaswell,Ninjwell,Latnum,lateral_length_ft,PHI,Pay,PERM,SOI,SOC,SOR,SWI,BOI,VDP,OOIP,process_code,total_pattern_size_acres,resacc,PROV,Totprod,Totinj,Totconv,Totps,past_wells,lyroil,lyrgas,numacc,OP1,OP2,OP3,OP4,OP5,OP6,OP7,OP8,OP9,OP10,OP11,OP12,OP13,OP14,OP15,OP16,OP17,OP18,OP19,OP20,OP21,OP22,OP23,OP24,OP25,OP26,OP27,OP28,OP29,OP30,OP31,OP32,OP33,OP34,OP35,OP36,OP37,OP38,OP39,OP40,GP1,GP2,GP3,GP4,GP5,GP6,GP7,GP8,GP9,GP10,GP11,GP12,GP13,GP14,GP15,GP16,GP17,GP18,GP19,GP20,GP21,GP22,GP23,GP24,GP25,GP26,GP27,GP28,GP29,GP30,GP31,GP32,GP33,GP34,GP35,GP36,GP37,GP38,GP39,GP40,CO1,CO2,CO3,CO4,CO5,CO6,CO7,CO8,CO9,CO10,CO11,CO12,CO13,CO14,CO15,CO16,CO17,CO18,CO19,CO20,CO21,CO22,CO23,CO24,CO25,CO26,CO27,CO28,CO29,CO30,CO31,CO32,CO33,CO34,CO35,CO36,CO37,CO38,CO39,CO40,WP1,WP2,WP3,WP4,WP5,WP6,WP7,WP8,WP9,WP10,WP11,WP12,WP13,WP14,WP15,WP16,WP17,WP18,WP19,WP20,WP21,WP22,WP23,WP24,WP25,WP26,WP27,WP28,WP29,WP30,WP31,WP32,WP33,WP34,WP35,WP36,WP37,WP38,WP39,WP40,WI1,WI2,WI3,WI4,WI5,WI6,WI7,WI8,WI9,WI10,WI11,WI12,WI13,WI14,WI15,WI16,WI17,WI18,WI19,WI20,WI21,WI22,WI23,WI24,WI25,WI26,WI27,WI28,WI29,WI30,WI31,WI32,WI33,WI34,WI35,WI36,WI37,WI38,WI39,WI40,II1,II2,II3,II4,II5,II6,II7,II8,II9,II10,II11,II12,II13,II14,II15,II16,II17,II18,II19,II20,II21,II22,II23,II24,II25,II26,II27,II28,II29,II30,II31,II32,II33,II34,II35,II36,II37,II38,II39,II40,project_royalty_multiplier
UOKS581400616,KS,5814,18,-1,3,5900,44,0.997,0.666,1456.021,0,0.314,0.377,0.08,0.113,0.115,0,0,0,0,0.395,80,11,0,1,4,660,11.144,4.927,16.213,62.382,62.382,30.5,37.618,1.271,0.725,161.105,16,899.188,10,58,0,1,0,0,11,0,0,3,7.337,10.671,5.333,3.331,2.264,1.596,1.139,0.805,0.551,0.351,0.189,0.058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.683,15.538,7.765,4.85,3.296,2.324,1.658,1.172,0.802,0.511,0.275,0.085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
UOKS581400716,KS,5814,18,-1,3,5900,44,0.997,0.666,1456.021,0,0.314,0.377,0.08,0.113,0.115,0,0,0,0,0.395,80,4,0,1,4,660,11.144,24.275,16.213,62.382,62.382,30.5,37.618,1.271,0.725,886.076,16,365.007,10,58,0,1,0,0,4,0,0,2,36.151,52.577,26.276,16.413,11.153,7.865,5.611,3.967,2.714,1.728,0.931,0.286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.637,76.553,38.258,23.897,16.238,11.452,8.169,5.776,3.952,2.516,1.356,0.417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
UOKS581400816,KS,5814,18,-1,3,5900,44,0.997,0.666,1456.021,0,0.314,0.377,0.08,0.113,0.115,0,0,0,0,0.395,80,9,0,1,4,660,11.144,24.275,16.213,62.382,62.382,30.5,37.618,1.271,0.725,787.623,16,730.014,10,58,0,1,0,0,9,0,0,4,36.151,52.577,26.276,16.413,11.153,7.865,5.611,3.967,2.714,1.728,0.931,0.286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.637,76.553,38.258,23.897,16.238,11.452,8.169,5.776,3.952,2.516,1.356,0.417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
UOKS581400916,KS,5814,18,-1,3,5900,44,0.997,0.666,1456.021,0,0.314,0.377,0.08,0.113,0.115,0,0,0,0,0.395,80,17,0,1,4,660,11.144,24.275,16.213,62.382,62.382,30.5,37.618,1.271,0.725,833.954,16,1460.028,10,58,0,1,0,0,18,0,0,2,36.151,52.577,26.276,16.413,11.153,7.865,5.611,3.967,2.714,1.728,0.931,0.286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.637,76.553,38.258,23.897,16.238,11.452,8.169,5.776,3.952,2.516,1.356,0.417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
UOKS581401016,KS,5814,18,-1,3,5900,44,0.997,0.666,1456.021,0,0.314,0.377,0.08,0.113,0.115,0,0,0,0,0.395,80,34,0,1,4,660,11.144,24.275,16.213,62.382,62.382,30.5,37.618,1.271,0.725,833.954,16,2920.056,10,58,0,1,0,0,36,0,0,1,36.151,52.577,26.276,16.413,11.153,7.865,5.611,3.967,2.714,1.728,0.931,0.286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.637,76.553,38.258,23.897,16.238,11.452,8.169,5.776,3.952,2.516,1.356,0.417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
UOKS581601016,KS,5816,18,-1,3,5800,47,0.865,0.693,381.155,0,0.314,0.377,0.08,0.113,0.115,0,0,0,0,0.16,80,10,0,1,4,660,14.765,4.302,45.578,64.378,64.378,25,33.457,1.235,0.863,210.843,16,942.716,10,58,0,1,0,0,11,0,0,2,8.974,13.028,6.469,4.01,2.698,1.878,1.316,0.906,0.594,0.348,0.149,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.42,4.966,2.466,1.528,1.028,0.716,0.502,0.345,0.226,0.132,0.057,0.011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
UOKS581601116,KS,5816,18,-1,3,5800,47,0.865,0.693,381.155,0,0.314,0.377,0.08,0.113,0.115,0,0,0,0,0.16,80,5,0,1,4,660,14.765,18.506,45.578,64.378,64.378,25,33.457,1.235,0.863,843.374,16,438.282,8,58,0,1,0,0,5,0,0,1,38.602,56.044,27.829,17.248,11.606,8.079,5.66,3.897,2.553,1.495,0.64,0.128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.713,21.361,10.607,6.574,4.424,3.079,2.157,1.485,0.973,0.57,0.244,0.049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
UOKS581601216,KS,5816,18,-1,3,5800,47,0.865,0.693,381.155,0,0.314,0.377,0.08,0.113,0.115,0,0,0,0,0.16,80,5,0,1,4,660,14.765,18.506,45.578,64.378,64.378,25,33.457,1.235,0.863,843.374,16,438.282,10,58,0,1,0,0,5,0,0,3,38.602,56.044,27.829,17.248,11.606,8.079,5.66,3.897,2.553,1.495,0.64,0.128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.713,21.361,10.607,6.574,4.424,3.079,2.157,1.485,0.973,0.57,0.244,0.049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
UOKS581601316,KS,5816,18,-1,3,5800,47,0.865,0.693,381.155,0,0.314,0.377,0.08,0.113,0.115,0,0,0,0,0.16,80,10,0,1,4,660,14.765,18.506,45.578,64.378,64.378,25,33.457,1.235,0.863,843.374,16,876.566,10,58,0,1,0,0,10,0,0,4,38.602,56.044,27.829,17.248,11.606,8.079,5.66,3.897,2.553,1.495,0.64,0.128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.713,21.361,10.607,6.574,4.424,3.079,2.157,1.485,0.973,0.57,0.244,0.049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
UOKS581601416,KS,5816,18,-1,3,5800,47,0.865,0.693,381.155,0,0.314,0.377,0.08,0.113,0.115,0,0,0,0,0.16,80,19,0,1,4,660,14.765,18.506,45.578,64.378,64.378,25,33.457,1.235,0.863,887.762,16,1753.131,10,58,0,1,0,0,21,0,0,5,38.602,56.044,27.829,17.248,11.606,8.079,5.66,3.897,2.553,1.495,0.64,0.128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.713,21.361,10.607,6.574,4.424,3.079,2.157,1.485,0.973,0.57,0.244,0.049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
UOKS581601516,KS,5816,18,-1,3,5800,47,0.865,0.693,381.155,0,0.314,0.377,0.08,0.113,0.115,0,0,0,0,0.16,80,38,0,1,4,660,14.765,18.506,45.578,64.378,64.378,25,33.457,1.235,0.863,887.762,16,3506.263,10,58,0,1,0,0,43,0,0,3,38.602,56.044,27.829,17.248,11.606,8.079,5.66,3.897,2.553,1.495,0.64,0.128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.713,21.361,10.607,6.574,4.424,3.079,2.157,1.485,0.973,0.57,0.244,0.049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
UOKS581800316,KS,5818,18,-1,3,9200,44,0.352,0.715,0,0,0.314,0.377,0.08,0.113,0.115,0,0,0,0,0.1,80,16,0,1,4,660,10.712,7.81,1.367,65,65,30.5,35,1.543,0.72,218.75,16,1344.509,10,58,0,1,0,0,16,0,0,2,10.076,14.917,7.936,5.318,3.922,3.049,2.451,2.014,1.682,1.42,1.209,1.034,0.888,0.763,0.656,0.562,0.48,0.407,0.342,0.284,0.232,0.184,0.141,0.101,0.065,0.031,0.008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
UOKS581800416,KS,5818,18,-1,3,9200,44,0.352,0.715,0,0,0.314,0.377,0.08,0.113,0.115,0,0,0,0,0.1,80,4,0,1,4,660,10.712,61,1.367,65,65,30.5,35,1.543,0.72,1750,16,344.294,10,58,0,1,0,0,4,0,0,2,78.702,116.51,61.984,41.537,30.631,23.816,19.142,15.734,13.138,11.093,9.441,8.077,6.934,5.96,5.121,4.391,3.749,3.181,2.675,2.22,1.81,1.439,1.1,0.79,0.506,0.244,0.059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
UOKS581800516,KS,5818,18,-1,3,9200,44,0.352,0.715,0,0,0.314,0.377,0.08,0.113,0.115,0,0,0,0,0.1,80,8,0,1,4,660,10.712,61,1.367,65,65,30.5,35,1.543,0.72,1750,16,688.586,10,58,0,1,0,0,8,0,0,2,78.702,116.51,61.984,41.537,30.631,23.816,19.142,15.734,13.138,11.093,9.441,8.077,6.934,5.96,5.121,4.391,3.749,3.181,2.675,2.22,1.81,1.439,1.1,0.79,0.506,0.244,0.059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
UOKS581901416,KS,5819,18,-1,3,4900,48,1.025,0.665,79.863,0,0.314,0.377,0.08,0.113,0.115,0,0,0,0,0.21,80,11,0,1,4,660,14.015,4.409,144.284,57.648,57.648,25,40.233,1.222,0.78,183.39,16,1018.878,10,58,0,1,0,0,12,0,0,1,7.912,11.493,5.718,3.553,2.398,1.676,1.181,0.82,0.545,0.329,0.154,0.038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.632,0.918,0.457,0.284,0.192,0.134,0.094,0.066,0.044,0.026,0.012,0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
UOKS581901516,KS,5819,18,-1,3,4900,48,1.025,0.665,79.863,0,0.314,0.377,0.08,0.113,0.115,0,0,0,0,0.21,80,5,0,1,4,660,14.015,19.44,144.284,57.648,57.648,25,40.233,1.222,0.78,806.916,16,462.173,10,58,0,1,0,0,5,0,0,2,34.884,50.673,25.213,15.665,10.573,7.391,5.208,3.617,2.405,1.45,0.678,0.166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.786,4.047,2.014,1.251,0.844,0.59,0.416,0.289,0.192,0.116,0.054,0.013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
UOKS581901616,KS,5819,18,-1,3,4900,48,1.025,0.665,79.863,0,0.314,0.377,0.08,0.113,0.115,0,0,0,0,0.21,80,10,0,1,4,660,14.015,19.44,144.284,57.648,57.648,25,40.233,1.222,0.78,806.916,16,924.345,10,58,0,1,0,0,11,0,0,2,34.884,50.673,25.213,15.665,10.573,7.391,5.208,3.617,2.405,1.45,0.678,0.166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.786,4.047,2.014,1.251,0.844,0.59,0.416,0.289,0.192,0.116,0.054,0.013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
UOKS590100116,KS,5901,18,-1,3,3917,39,1.691,0.653,0,0,0.314,0.377,0.08,0.113,0.115,0,0,0,0,0.253,80,13,0,1,4,660,13.646,3.691,143.772,48.366,48.366,30.5,51.634,1.112,0.597,136.319,16,1096.034,10,59,0,1,0,0,13,0,0,2,5.756,8.256,3.917,2.29,1.422,0.879,0.507,0.236,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
