!___________________________________________________________________________________________
!
!                               NGMM Texas Inputs
!
!___________________________________________________________________________________________
!
!       1.  Texas specific parameters
!       2.  Texas subsets of data found in ngassumptions.txt
!	3.  Texas subsets of data found in ngeia.txt
!
!___________________________________________________________________________________________
!
!	Identifiers/inputs in ngtexas.txt
!
!	TXRegion_West
!	TXRegion_North
!	TXReion_East
!	TXRegion_
!	TXBrderCrossings_
!
!	TexasConsShares
!	TexasStorageShares
!	TX_ExportShares
!
!	HistoricalFlowAnnual	(merged with data in ngeia via AIMMS)
!	HistoricalExports	(merged with data in ngeia via AIMMS)
!	HistoricalImports 	(merged with data in ngeia via AIMMS)
!	HistoricalExportsPrice  (merged with data in ngeia via AIMMS)
!	HistoricalImportsPrice  (merged with data in ngeia via AIMMS)
!	PipeFuelLossFactorIN	(merged with data in ngassumptions via AIMMS)
!	PipeFuelLossFactorOUT	(merged with data in ngassumptions via AIMMS)
!	WeatherFactor1 		(merged with data in ngassumptions via AIMMS)
!	HistoricalSpotPrice     (merged with data in ngsporprc via AIMMS)
!
!___________________________________________________________________________________________

!Regional declarations
!Probably move to ngsetmap.txt when ready
TXRegion_West := 'TX_W';
TXRegion_North := 'TX_N';
TXRegion_East := 'TX_E';
TXRegion_ := {TX_W, TX_N, TX_E};
TXBorderCrossings_ := {TX_E-MX_NE, TX_W-MX_NE, TX_E-MX_SS};

!Most of these outputs are copied/pasted information from this folder:
!NGMM_preprocessing\texas\outputs

! SYK	7/19/23	 Updating from results of tx_process_elec.py
! Residential, Commercial, Industrial, and Electric share splits by region
Composite Table:
state     	sec              TexasConsShares
TX_W     	Residential      0.153358
TX_N      	Residential      0.41801
TX_E      	Residential      0.428205
TX_W      	Commercial       0.167184
TX_N     	Commercial       0.487569
TX_E      	Commercial       0.344993
TX_W		Electric	 0.054
TX_N		Electric	 0.209
TX_E		Electric	 0.737
TX_W		Industrial	 0.0421
TX_N		Industrial	 0.0666
TX_E		Industrial	 0.8913
;

! SYK	7/20/23	 Updated storage shares
Composite Table:
storage    TexasStorageShares
TX_W       0.019746
TX_N       0.156478
TX_E       0.823776
;

! 2011 regional shares to split pre-2011 history of Texas Trade. (Done in AIMMS)
! From \\fs-f3\OEA\PNGBA\_NGMT\NGMM\shared\Texas_data\preprocessing\outputs\TX_Export_Shares.txt
Composite Table:
tx_bx		TX_ExportShares
TX_E-MX_NE 	0.71
TX_W-MX_NE 	0.29
;


! SYK	7/20/23   Updated after running Texas pre-processor.
! SYK	7/9/24   Updated after running Texas pre-processor.
Composite Table:
reg        reg1            year        HistoricalFlowAnnual
(February, 2012)       2.6541                  2.94568
(March, 2012)          2.3544                  2.61106
(April, 2012)          2.11038                 2.33824
(May, 2012)            2.44312                 2.5762
(June, 2012)           2.57093                 2.81497
(July, 2012)           2.96235                 3.13193
(August, 2012)         3.08191                 3.23097
(September, 2012)      2.85393                 3.07327
(October, 2012)        3.31096                 3.53279
(November, 2012)       3.56162                 3.82349
(December, 2012)       3.61706                 3.78493
(January, 2013)        3.45724                 3.70825
(February, 2013)       3.40952                 3.665
(March, 2013)          3.84456                 4.02793
(April, 2013)          4.25254                 4.332
(May, 2013)            4.22709                 4.29596
(June, 2013)           4.08177                 4.21081
(July, 2013)           3.75742                 3.91456
(August, 2013)         3.5671                  3.7887
(September, 2013)      3.71777                 3.91966
(October, 2013)        3.78476                 3.93231
(November, 2013)       3.75191                 4.07771
(December, 2013)       4.21364                 4.67501
(January, 2014)        4.67238                 4.95949
(February, 2014)       5.97061                 6.76944
(March, 2014)          5.05123                 5.39343
(April, 2014)          4.77054                 4.87286
(May, 2014)            4.83459                 4.87106
(June, 2014)           4.78261                 4.83153
(July, 2014)           4.47028                 4.64647
(August, 2014)         4.12241                 4.2008
(September, 2014)      4.17715                 4.1818
(October, 2014)        4.15682                 4.1316
(November, 2014)       4.18567                 4.15269
(December, 2014)       4.22213                 3.86095
(January, 2015)        3.40549                 3.28437
(February, 2015)       3.14715                 3.01217
(March, 2015)          3.05938                 2.99026
(April, 2015)          2.81782                 2.57703
(May, 2015)            2.89727                 2.65559
(June, 2015)           2.95743                 2.75277
(July, 2015)           3.00258                 2.88078
(August, 2015)         2.91826                 3.13614
(September, 2015)      2.79299                 2.41496
(October, 2015)        2.60078                 2.47072
(November, 2015)       2.24134                 2.17134
(December, 2015)       2.27343                 2.17896
(January, 2016)        2.43493                 2.27721
(February, 2016)       2.20009                 2.08
(March, 2016)          1.9053                  1.70127
(April, 2016)          2.08508                 1.79234
(May, 2016)            2.10647                 1.85295
(June, 2016)           2.45671                 2.32612
(July, 2016)           2.82628                 2.44279
(August, 2016)         2.93432                 2.73873
(September, 2016)      3.10887                 2.86557
(October, 2016)        3.24599                 2.86496
(November, 2016)       2.78717                 2.61522
(December, 2016)       3.47847                 3.43203
(January, 2017)        3.66061                 3.52979
(February, 2017)       3.28134                 3.02767
(March, 2017)          2.97661                 2.75284
(April, 2017)          3.36242                 2.9389
(May, 2017)            3.25077                 2.93756
(June, 2017)           3.21046                 2.79673
(July, 2017)           3.32889                 2.8119
(August, 2017)         3.39098                 2.89578
(September, 2017)      3.40757                 2.84785
(October, 2017)        3.42732                 2.67801
(November, 2017)       3.3983                  2.76271
(December, 2017)       3.41168                 2.77884
(January, 2018)        3.7662                  3.15308
(February, 2018)       3.60564                 2.49572
(March, 2018)          3.23716                 2.05254
(April, 2018)          3.31861                 1.94707
(May, 2018)            3.35568                 2.2323
(June, 2018)           3.29782                 2.09
(July, 2018)           3.17547                 2.37077
(August, 2018)         3.2928                  2.22436
(September, 2018)      3.36563                 1.78236
(October, 2018)        3.6778                  2.0072
(November, 2018)       4.01568                 1.91337
(December, 2018)       4.57652                 2.07435
(January, 2019)        3.602                   2.21541
(February, 2019)       3.13092                 1.71483
(March, 2019)          3.06584                 1.00245
(April, 2019)          2.89449                 0.290835
(May, 2019)            2.79133                 0.220109
(June, 2019)           2.65496                 0.548691
(July, 2019)           2.5427                  0.803714
(August, 2019)         2.37139                 1.15165
(September, 2019)      2.59547                 1.71952
(October, 2019)        2.51213                 1.38216
(November, 2019)       2.72333                 1.74261
(December, 2019)       2.47217                 1.65963
(January, 2020)        2.18386                 1.1603
(February, 2020)       2.09448                 0.995227
(March, 2020)          1.94173                 0.593482
(April, 2020)          1.88805                 0.54809
(May, 2020)            2.14115                 1.61173
(June, 2020)           1.83561                 1.54441
(July, 2020)           1.9379                  1.49961
(August, 2020)         2.33015                 1.46982
(September, 2020)      2.41101                 1.54351
(October, 2020)        2.5831                  0.872769
(November, 2020)       2.96764                 2.21174
(December, 2020)       2.91419                 2.54058
(January, 2021)        2.86874                 2.67198
(February, 2021)       29.4707                 21.9972
(March, 2021)          2.98638                 2.64046
(April, 2021)          2.82463                 2.58893
(May, 2021)            3.1774                  2.8347
(June, 2021)           3.35731                 3.06906
(July, 2021)           3.93141                 3.67043
(August, 2021)         4.22159                 3.95565
(September, 2021)      4.9747                  4.50645
(October, 2021)        5.73757                 5.16948
(November, 2021)       5.57435                 5.11138
(December, 2021)       4.53703                 4.06685
(January, 2022)        4.53662                 4.35155
(February, 2022)       5.46176                 4.56507
(March, 2022)          4.72353                 4.20859
(April, 2022)          6.22149                 5.65272
(May, 2022)            7.90109                 7.05507
(June, 2022)           8.09489                 7.50479
(July, 2022)           6.91715                 6.46977
(August, 2022)         8.57078                 7.86508
(September, 2022)      7.87982                 6.78487
(October, 2022)        5.25098                 3.448
(November, 2022)       4.65135                 3.94188
(December, 2022)       5.44784                 3.81017
(January, 2023)        3.62408                 2.8951
(February, 2023)       2.55505                 2.26595
(March, 2023)          2.46936                 1.67219
(April, 2023)          2.17181                 1.10522
(May, 2023)            2.19875                 1.4071
(June, 2023)           2.32945                 2.01996
(July, 2023)           2.67288                 2.32456
(August, 2023)         2.6586                  2.3626
(September, 2023)      2.71226                 2.12112
(October, 2023)        2.77372                 1.75713
(November, 2023)       2.74854                 1.5945
(December, 2023)       2.5751                  1.85865
(January, 2024)        3.2998                  2.84582
(February, 2024)       2.30077                 1.70852
(March, 2024)          1.61287                 0.245943
(April, 2024)          1.51196                 0.0551454
;

! SYK	7/19/23	 Updating based on Texas pre-processor.
! SYK	7/9/24	 Updating based on Texas pre-processor.
! NOTE: These values do not include prices for CNG & small LNG exports
! Units: Nominal USD / thousand cubic feet
HistoricalImportsPrice := data table
                       TX_E-MX_NE
(January, 2011)        3.27
(February, 2011)       3.34
(March, 2011)          2.85
(April, 2011)          3.28
(May, 2011)            3.41
(June, 2011)           3.38
(July, 2011)           3.44
(August, 2011)         3.42
(September, 2011)      2.94
(October, 2011)        2.82
(November, 2011)       2.55
(December, 2011)       2.41
(January, 2012)        2.17
(February, 2012)       1.8
(March, 2012)          1.56
(April, 2012)          1.27
(May, 2012)            1.15
(June, 2012)           1.52
(July, 2012)           1.86
(August, 2012)         2.09
(September, 2012)      1.76
(October, 2012)        2.09
(November, 2012)       2.8
(December, 2012)       2.76
(January, 2013)        2.42
(February, 2013)       2.34
(March, 2013)          2.53
(April, 2013)          2.53
(May, 2013)            3.21
(June, 2013)           3.21
(July, 2013)           2.77
(August, 2013)         2.52
(September, 2013)      2.61
(October, 2013)        2.56
(November, 2013)       2.56
(December, 2013)       2.85
(January, 2014)        3.41
(February, 2014)       4.55
(March, 2014)          3.79
(April, 2014)          3.58
(May, 2014)            3.77
(June, 2014)           3.61
(July, 2014)           3.41
(August, 2014)         2.84
(September, 2014)      3
(October, 2014)        3.02
(November, 2014)       2.74
(December, 2014)       3.3
(January, 2015)        2.24
(February, 2015)       1.93
(March, 2015)          1.93
(April, 2015)          1.64
(May, 2015)            1.58
(June, 2015)           1.88
(July, 2015)           1.83
(August, 2015)         1.84
(September, 2015)      1.65
(October, 2015)        1.55
(November, 2015)       1.08
(December, 2015)       1.22
(January, 2016)        1.5
(February, 2016)       1.22
(March, 2016)          0.82
(April, 2016)          1.03
(May, 2016)            1.1
(June, 2016)           1.06
(July, 2016)           1.98
(August, 2016)         1.74
(September, 2016)      1.92
(October, 2016)        2.02
(November, 2016)       1.83
(December, 2016)       2.3
(January, 2017)        2.63
(February, 2017)       2.39
(March, 2017)          1.68
(April, 2017)          2.23
(May, 2017)            2.18
(June, 2017)           2.29
(July, 2017)           2.12
(August, 2017)         2.01
(September, 2017)      2.01
(October, 2017)        2.01
(November, 2017)       1.81
(December, 2017)       2.12
(January, 2018)        1.82
(February, 2018)       2.74
(March, 2018)          2.74
(April, 2018)          1.77
(May, 2018)            1.9
(June, 2018)           1.94
(July, 2018)           2.09
(August, 2018)         1.9
(September, 2018)      1.99
(October, 2018)        1.99
(November, 2018)       2.25
(December, 2018)       3.78
(January, 2019)        2.71
(February, 2019)       2
(March, 2019)          1.95
(April, 2019)          1.79
(May, 2019)            1.64
(June, 2019)           1.66
(July, 2019)           1.35
(August, 2019)         1.2
(September, 2019)      1.32
(October, 2019)        1.52
(November, 2019)       1.65
(December, 2019)       1.52
(January, 2020)        1.22
(February, 2020)       0.96
(March, 2020)          0.92
(April, 2020)          0.74
(May, 2020)            0.91
(June, 2020)           0.84
(July, 2020)           0.63
(August, 2020)         0.97
(September, 2020)      1.68
(October, 2020)        1.21
(November, 2020)       2.08
(December, 2020)       1.97
(January, 2021)        1.58
(February, 2021)       2.63036
(March, 2021)          1.94
(April, 2021)          1.66
(May, 2021)            2.05
(June, 2021)           2.08
(July, 2021)           2.72
(August, 2021)         3.16
(September, 2021)      3.47
(October, 2021)        4.89
(November, 2021)       5.17
(December, 2021)       4.51
(January, 2022)        3.12
(February, 2022)       5.3
(March, 2022)          3.57
(April, 2022)          4.2
(May, 2022)            6.16
(June, 2022)           7.81
(July, 2022)           5.52
(August, 2022)         7.51
(September, 2022)      7.77
(October, 2022)        4.59
(November, 2022)       3.61
(December, 2022)       5.26
(January, 2023)        3.6
(February, 2023)       1.85
(March, 2023)          1.4
(April, 2023)          0.88
(May, 2023)            1.05
(June, 2023)           1.23
(July, 2023)           1.68
(August, 2023)         1.41
(September, 2023)      1.54
(October, 2023)        1.62
(November, 2023)       1.81
(December, 2023)       1.67
(January, 2024)        1.56
(February, 2024)       1.45
(March, 2024)          0.54
(April, 2024)          0.53
;

!TX related pipeline fuel factors
!	Interstate factors are in data/NGPipelineFuelFactors.txt
!	Intrastate factors are the average of all factors.
Composite table:
    reg         reg1          PipeFuelLossFactorIN  PipeFuelLossFactorOUT
!   --------    --------    --------------------  ---------------------
    TX_W        TX_N                   4.510e-03              4.510e-03
    TX_W        TX_E                   4.510e-03              4.510e-03
    TX_N        TX_E                   4.510e-03              4.510e-03
    TX_E        TX_N                   4.510e-03              4.510e-03
    ;
 

WeatherFactor1 := data table
			TX_W	TX_N	TX_E                     
(1, Residential)	1.31    1.31    1.31
(1, Commercial)        1.297   1.297   1.297
(1, Industrial)            1       1       1
(1, Electric)              1       1       1
(1, Transportation)        1       1       1
(8, Residential)        1.18    1.18    1.18
(8, Commercial)        1.305   1.305   1.305
(8, Industrial)            1       1       1        
(8, Electric)              1       1       1           
(8, Transportation)        1       1       1    
;


HistoricalSpotPrice := data table 
		TX_W	TX_N	TX_E
January, 1994			2.118
February, 1994			2.41
March, 1994			2.033
April, 1994			2.009
May, 1994			1.816
June, 1994			1.979
July, 1994			1.83
August, 1994			1.64
September, 1994			1.481
October, 1994			1.521
November, 1994			1.542
December, 1994			1.626
January, 1995			1.43
February, 1995			1.451
March, 1995			1.495
April, 1995	1.409		1.579
May, 1995	1.403		1.628
June, 1995	1.323		1.546
July, 1995	1.299		1.412
August, 1995	1.465		1.548
September, 1995	1.515		1.592
October, 1995	1.524		1.691
November, 1995	1.694		1.874
December, 1995	1.844		1.984
January, 1996	1.933		1.947
February, 1996	2.592		2.958
March, 1996	2.425		2.508
April, 1996	2.094		2.212
May, 1996	2.038		2.227
June, 1996	2.109	2.481	2.44
July, 1996	2.184	2.416	2.46
August, 1996	1.886	1.976	2.038
September, 1996	1.706	1.784	1.831
October, 1996	2.255	2.283	2.341
November, 1996	2.909	2.917	2.998
December, 1996	3.687	3.639	3.722
January, 1997	3.337	3.321	3.462
February, 1997	2.045	2.077	2.136
March, 1997	1.799	1.836	1.899
April, 1997	1.897	1.952	2.016
May, 1997	2.072	2.143	2.213
June, 1997	2.062	2.125	2.174
July, 1997	2.129	2.135	2.181
August, 1997	2.426	2.419	2.484
September, 1997	2.812	2.792	2.884
October, 1997	2.925	3.002	3.061
November, 1997	2.836	2.889	2.963
December, 1997	2.19	2.224	2.259
January, 1998	1.975	2.027	2.062
February, 1998	2.11	2.162	2.209
March, 1998	2.182	2.184	2.244
April, 1998	2.323	2.377	2.429
May, 1998	2.048	2.11	2.15
June, 1998	2.101	2.135	2.194
July, 1998	2.137	2.145	2.195
August, 1998	1.81	1.815	1.875
September, 1998	1.918	1.965	2.027
October, 1998	1.825	1.829	1.904
November, 1998	2.034	2.051	2.104
December, 1998	1.742	1.677	1.749
January, 1999	1.773	1.796	1.844
February, 1999	1.672	1.72	1.765
March, 1999	1.68	1.736	1.78
April, 1999	2.06	2.11	2.153
May, 1999	2.164	2.218	2.266
June, 1999	2.221	2.266	2.305
July, 1999	2.26	2.285	2.328
August, 1999	2.745	2.783	2.817
September, 1999	2.461	2.477	2.54
October, 1999	2.697	2.692	2.754
November, 1999	2.252	2.278	2.341
December, 1999	2.28	2.296	2.352
January, 2000	2.324	2.353	2.402
February, 2000	2.498	2.547	2.614
March, 2000	2.732	2.751	2.814
April, 2000	2.911	2.952	3.02
May, 2000	3.456	3.519	3.581
June, 2000	4.205	4.195	4.281
July, 2000	3.982	3.902	4.017
August, 2000	4.419	4.347	4.447
September, 2000	5.012	4.999	5.074
October, 2000	4.957	4.937	5.008
November, 2000	5.508	5.387	5.51
December, 2000	8.976	8.709	8.966
January, 2001	8.089	8.023	8.191
February, 2001	5.555	5.478	5.593
March, 2001	5.125	5.108	5.185
April, 2001	5.088	5.088	5.183
May, 2001	4.096	4.116	4.222
June, 2001	3.65	3.659	3.769
July, 2001	3.11	3.056	3.179
August, 2001	2.895	2.908	3.017
September, 2001	2.02	2.127	2.062
October, 2001	2.287	2.372	2.468
November, 2001	2.239	2.272	2.393
December, 2001	2.366	2.364	2.461
January, 2002	2.121	2.186	2.255
February, 2002	2.212	2.246	2.319
March, 2002	2.909	2.948	3.027
April, 2002	3.245	3.341	3.468
May, 2002	3.163	3.395	3.507
June, 2002	3.016	3.161	3.234
July, 2002	2.872	2.945	3.021
August, 2002	2.9	3.012	3.104
September, 2002	3.319	3.451	3.534
October, 2002	3.894	3.995	3.843
November, 2002	3.805	3.865	3.908
December, 2002	4.374	4.48	4.513
January, 2003	5.068	5.22	5.247
February, 2003	7.965	7.628	7.739
March, 2003	5.658	5.726	5.764
April, 2003	4.947	5.102	5.17
May, 2003	5.509	5.687	5.791
June, 2003	5.492	5.712	5.299
July, 2003	4.921	4.976	4.721
August, 2003	4.9	4.93	4.995
September, 2003	4.358	4.523	4.498
October, 2003	4.36	4.553	4.561
November, 2003	4.263	4.372	4.414
December, 2003	5.626	5.873	5.896
January, 2004	5.558	5.697	5.735
February, 2004	4.942	5.098	4.802
March, 2004	4.921	5.227	5.382
April, 2004	5.267	5.549	5.628
May, 2004	5.88	6.182	6.255
June, 2004	5.813	6.035	6.18
July, 2004	5.681	5.772	5.866
August, 2004	5.19	5.271	5.374
September, 2004	4.643	4.847	5.028
October, 2004	5.45	5.878	6.154
November, 2004	5.844	5.96	5.737
December, 2004	6.118	6.25	6.299
January, 2005	5.547	5.728	5.746
February, 2005	5.659	5.835	5.847
March, 2005	6.4	6.683	6.724
April, 2005	6.541	6.828	6.946
May, 2005	5.849	6.154	6.371
June, 2005	6.63	6.938	7.168
July, 2005	7.103	7.397	7.502
August, 2005	8.59	8.473	9.244
September, 2005	10.022	9.567	10.634
October, 2005	10.913	11.07	11.712
November, 2005	7.596	7.873	7.816
December, 2005	11.047	11.237	11.19
January, 2006	7.379	7.689	7.577
February, 2006	6.661	6.969	7.158
March, 2006	5.853	5.975	6.516
April, 2006	6.033	6.263	6.973
May, 2006	5.476	5.852	6.069
June, 2006	5.79	6.009	6.036
July, 2006	5.949	6.048	5.941
August, 2006	6.733	6.919	6.857
September, 2006	4.536	4.722	4.782
October, 2006	5.453	5.68	5.707
November, 2006	6.369	6.893	6.75
December, 2006	6.329	6.474	6.379
January, 2007	6.419	6.42	6.449
February, 2007	7.032	7.135	7.173
March, 2007	6.175	6.467	6.57
April, 2007	7.055	7.018	7.365
May, 2007	7.237	7.351	7.477
June, 2007	6.915	7.01	7.23
July, 2007	5.876	5.941	5.93
August, 2007	5.904	6.011	6.03
September, 2007	5.48	5.728	6.093
October, 2007	6.5	6.543	6.705
November, 2007	5.906	6.132	6.312
December, 2007	6.617	6.674	6.691
January, 2008	7.58	7.722	7.762
February, 2008	7.994	8.256	8.185
March, 2008	8.708	9.242	9.112
April, 2008	9.492	10.068	10.025
May, 2008	9.85	10.954	11.016
June, 2008	11.375	12.356	12.448
July, 2008	9.919	10.705	10.82
August, 2008	7.429	7.959	8.074
September, 2008	5.429	6.19	6.811
October, 2008	4.179	6.163	6.324
November, 2008	4.708	5.971	6.243
December, 2008	5.1	5.429	5.336
January, 2009	4.11	4.67	4.532
February, 2009	3.261	3.347	3.946
March, 2009	2.906	3.059	3.621
April, 2009	2.933	3.12	3.332
May, 2009	3.391	3.628	3.702
June, 2009	3.16	3.575	3.736
July, 2009	3.244	3.007	3.341
August, 2009	3.08	3.08	3.12
September, 2009	3.006	2.918	3.002
October, 2009	4.029	3.858	3.982
November, 2009	3.641	3.571	3.671
December, 2009	5.32	5.305	5.31
January, 2010	5.726	5.695	5.736
February, 2010	5.233	5.248	5.234
March, 2010	4.22	4.209	4.3
April, 2010	3.932	3.967	4.007
May, 2010	3.978	4.054	4.091
June, 2010	4.571	4.67	4.724
July, 2010	4.313	4.435	4.535
August, 2010	3.943	4.188	4.283
September, 2010	3.769	3.781	3.934
October, 2010	3.306	3.305	3.44
November, 2010	3.667	3.628	3.702
December, 2010	4.097	4.163	4.17
January, 2011	4.364	4.409	4.374
February, 2011	4.271	4.019	4.096
March, 2011	3.874	3.847	3.92
April, 2011	4.134	4.044	4.2
May, 2011	4.204	4.196	4.254
June, 2011	4.452	4.374	4.54
July, 2011	4.347	4.288	4.409
August, 2011	4.023	3.897	4.01
September, 2011	3.781	3.744	3.844
October, 2011	3.425	3.42	3.456
November, 2011	3.195	3.141	3.207
December, 2011	3.148	3.091	3.152
January, 2012	2.628	2.61	2.647
February, 2012	2.458	2.454	2.44
March, 2012	2.082	2.091	2.096
April, 2012	1.911	1.908	1.883
May, 2012	2.386	2.367	2.384
June, 2012	2.42	2.405	2.456
July, 2012	2.87	2.899	2.921
August, 2012	2.797	2.777	2.827
September, 2012	2.803	2.787	2.852
October, 2012	3.267	3.195	3.254
November, 2012	3.471	3.492	3.479
December, 2012	3.293	3.282	3.295
January, 2013	3.297	3.278	3.264
February, 2013	3.277	3.28	3.276
March, 2013	3.704	3.743	3.764
April, 2013	4.057	4.112	4.147
May, 2013	3.965	3.999	4.057
June, 2013	3.721	3.743	3.792
July, 2013	3.547	3.547	3.598
August, 2013	3.357	3.358	3.413
September, 2013	3.573	3.562	3.628
October, 2013	3.581	3.611	3.639
November, 2013	3.502	3.521	3.54
December, 2013	4.308	4.166	4.214
January, 2014	4.601	4.603	4.621
February, 2014	6.746	5.815	6.129
March, 2014	4.748	4.81	4.831
April, 2014	4.509	4.532	4.592
May, 2014	4.407	4.445	4.465
June, 2014	4.497	4.495	4.613
July, 2014	3.945	3.935	4.02
August, 2014	3.833	3.832	3.94
September, 2014	3.843	3.843	3.928
October, 2014	3.623	3.659	3.712
November, 2014	4.019	4.014	4.052
December, 2014	3.312	3.318	3.317
January, 2015	2.824	2.885	2.898
February, 2015	2.642	2.757	2.695
March, 2015	2.627	2.727	2.705
April, 2015	2.41	2.48	2.56
May, 2015	2.666	2.768	2.798
June, 2015	2.65	2.711	2.719
July, 2015	2.763	2.774	2.824
August, 2015	2.696	2.709	2.736
September, 2015	2.547	2.568	2.606
October, 2015	2.207	2.23	2.322
November, 2015	1.996	1.998	2.058
December, 2015	1.941	1.874	1.975
January, 2016	2.188	2.214	2.202
February, 2016	1.795	1.876	1.885
March, 2016	1.59	1.657	1.687
April, 2016	1.756	1.819	1.863
May, 2016	1.781	1.841	1.872
June, 2016	2.426	2.497	2.495
July, 2016	2.665	2.726	2.71
August, 2016	2.634	2.707	2.733
September, 2016	2.803	2.898	2.948
October, 2016	2.733	2.861	3.083
November, 2016	2.328	2.396	2.521
December, 2016	3.426	3.448	3.482
;

