Resid	Play	RRC	Reg	Depth	API	Oilvisc	Gasgrav	GOR	NGPL	NGPLET	NGPLPR	NGPLBU	NGPLIS	NGPLPP	HeatVal	CO2cont	H2Scont	N2cont	Sulfur	Patsize	Noilwell	Ngaswell	Ninjwell	Latnum	Latlen	PHI	Pay	PERM	SOI	SOC	SOR	SWI	BOI	VDP	OOIP	flag	acres	Resacc	PROV	Totprod	Totinj	Totconv	Totps	Totpat	lyroil	lyrgas	numacc	OP1	OP2	OP3	OP4	OP5	OP6	OP7	OP8	OP9	OP10	OP11	OP12	OP13	OP14	OP15	OP16	OP17	OP18	OP19	OP20	OP21	OP22	OP23	OP24	OP25	OP26	OP27	OP28	OP29	OP30	OP31	OP32	OP33	OP34	OP35	OP36	OP37	OP38	OP39	OP40	GP1	GP2	GP3	GP4	GP5	GP6	GP7	GP8	GP9	GP10	GP11	GP12	GP13	GP14	GP15	GP16	GP17	GP18	GP19	GP20	GP21	GP22	GP23	GP24	GP25	GP26	GP27	GP28	GP29	GP30	GP31	GP32	GP33	GP34	GP35	GP36	GP37	GP38	GP39	GP40	CO1	CO2	CO3	CO4	CO5	CO6	CO7	CO8	CO9	CO10	CO11	CO12	CO13	CO14	CO15	CO16	CO17	CO18	CO19	CO20	CO21	CO22	CO23	CO24	CO25	CO26	CO27	CO28	CO29	CO30	CO31	CO32	CO33	CO34	CO35	CO36	CO37	CO38	CO39	CO40	WP1	WP2	WP3	WP4	WP5	WP6	WP7	WP8	WP9	WP10	WP11	WP12	WP13	WP14	WP15	WP16	WP17	WP18	WP19	WP20	WP21	WP22	WP23	WP24	WP25	WP26	WP27	WP28	WP29	WP30	WP31	WP32	WP33	WP34	WP35	WP36	WP37	WP38	WP39	WP40	WI1	WI2	WI3	WI4	WI5	WI6	WI7	WI8	WI9	WI10	WI11	WI12	WI13	WI14	WI15	WI16	WI17	WI18	WI19	WI20	WI21	WI22	WI23	WI24	WI25	WI26	WI27	WI28	WI29	WI30	WI31	WI32	WI33	WI34	WI35	WI36	WI37	WI38	WI39	WI40	II1	II2	II3	II4	II5	II6	II7	II8	II9	II10	II11	II12	II13	II14	II15	II16	II17	II18	II19	II20	II21	II22	II23	II24	II25	II26	II27	II28	II29	II30	II31	II32	II33	II34	II35	II36	II37	II38	II39	II40
EGPA6731521	6791	-1	1	11750	52	0	0	0	20	0.428	0.32	0.098	0.052	0.101	0	0	0	0	0	213	0	0	0	1	6000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	62784	10	67	1	0	0	0	295	0	0	1	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	36.985	12.792	5.345	2.547	1.337	0.756	0.453	0.285	0.186	0.126	0.088	0.063	0.046	0.034	0.026	0.020	0.015	0.012	0.010	0.008	0.006	0.005	0.004	0.003	0.003	0.002	0.002	0.002	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.000	0.000	0.000	0.000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.36985	0.12792	0.05345	0.02547	0.01337	0.00756	0.00453	0.00285	0.00186	0.00126	0.00088	0.00063	0.00046	0.00034	0.00026	0.0002	0.00015	0.00012	0.0001	0.00008	0.00006	0.00005	0.00004	0.00003	0.00003	0.00002	0.00002	0.00002	0.00001	0.00001	0.00001	0.00001	0.00001	0.00001	0.00001	0.00001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EGPA6731621	6791	-1	1	11750	52	0	0	0	20	0.428	0.32	0.098	0.052	0.101	0	0	0	0	0	213	0	0	0	1	6000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	26496	10	67	1	0	0	0	124	0	0	1	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	36.985	12.792	5.345	2.547	1.337	0.756	0.453	0.285	0.186	0.126	0.088	0.063	0.046	0.034	0.026	0.020	0.015	0.012	0.010	0.008	0.006	0.005	0.004	0.003	0.003	0.002	0.002	0.002	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.000	0.000	0.000	0.000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.36985	0.12792	0.05345	0.02547	0.01337	0.00756	0.00453	0.00285	0.00186	0.00126	0.00088	0.00063	0.00046	0.00034	0.00026	0.0002	0.00015	0.00012	0.0001	0.00008	0.00006	0.00005	0.00004	0.00003	0.00003	0.00002	0.00002	0.00002	0.00001	0.00001	0.00001	0.00001	0.00001	0.00001	0.00001	0.00001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EGPA6731721	6791	-1	1	11750	52	0	0	0	20	0.428	0.32	0.098	0.052	0.101	0	0	0	0	0	213	0	0	0	1	6000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	864	2	67	1	0	0	0	4	0	0	1	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	36.985	12.792	5.345	2.547	1.337	0.756	0.453	0.285	0.186	0.126	0.088	0.063	0.046	0.034	0.026	0.020	0.015	0.012	0.010	0.008	0.006	0.005	0.004	0.003	0.003	0.002	0.002	0.002	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.000	0.000	0.000	0.000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.36985	0.12792	0.05345	0.02547	0.01337	0.00756	0.00453	0.00285	0.00186	0.00126	0.00088	0.00063	0.00046	0.00034	0.00026	0.0002	0.00015	0.00012	0.0001	0.00008	0.00006	0.00005	0.00004	0.00003	0.00003	0.00002	0.00002	0.00002	0.00001	0.00001	0.00001	0.00001	0.00001	0.00001	0.00001	0.00001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EGPA6731821	6791	-1	1	11750	52	0	0	0	20	0.428	0.32	0.098	0.052	0.101	0	0	0	0	0	213	0	0	0	1	6000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	3744	1	67	1	0	0	0	18	0	0	1	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	36.985	12.792	5.345	2.547	1.337	0.756	0.453	0.285	0.186	0.126	0.088	0.063	0.046	0.034	0.026	0.020	0.015	0.012	0.010	0.008	0.006	0.005	0.004	0.003	0.003	0.002	0.002	0.002	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.000	0.000	0.000	0.000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.36985	0.12792	0.05345	0.02547	0.01337	0.00756	0.00453	0.00285	0.00186	0.00126	0.00088	0.00063	0.00046	0.00034	0.00026	0.0002	0.00015	0.00012	0.0001	0.00008	0.00006	0.00005	0.00004	0.00003	0.00003	0.00002	0.00002	0.00002	0.00001	0.00001	0.00001	0.00001	0.00001	0.00001	0.00001	0.00001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EGPA6732021	6791	-1	1	11750	52	0	0	0	20	0.428	0.32	0.098	0.052	0.101	0	0	0	0	0	213	0	0	0	1	8381	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	65952	9	67	1	0	0	0	310	0	0	1	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1307.265	780.835	541.384	407.155	322.389	264.531	222.808	191.460	167.147	147.806	132.096	119.086	107.743	97.490	88.213	79.818	72.223	65.350	59.131	53.504	48.412	43.805	39.637	35.865	32.452	29.364	26.569	24.041	21.753	19.683	17.810	16.115	14.581	13.194	11.938	10.802	9.774	8.844	8.002	7.241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.07265	7.80835	5.41384	4.07155	3.22389	2.64531	2.22808	1.9146	1.67147	1.47806	1.32096	1.19086	1.07743	0.9749	0.88213	0.79818	0.72223	0.6535	0.59131	0.53504	0.48412	0.43805	0.39637	0.35865	0.32452	0.29364	0.26569	0.24041	0.21753	0.19683	0.1781	0.16115	0.14581	0.13194	0.11938	0.10802	0.09774	0.08844	0.08002	0.07241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EGPA6732121	6791	-1	1	11750	52	0	0	0	20	0.428	0.32	0.098	0.052	0.101	0	0	0	0	0	213	0	0	0	1	6000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	13536	10	67	1	0	0	0	64	0	0	1	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	36.985	12.792	5.345	2.547	1.337	0.756	0.453	0.285	0.186	0.126	0.088	0.063	0.046	0.034	0.026	0.020	0.015	0.012	0.010	0.008	0.006	0.005	0.004	0.003	0.003	0.002	0.002	0.002	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.000	0.000	0.000	0.000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.36985	0.12792	0.05345	0.02547	0.01337	0.00756	0.00453	0.00285	0.00186	0.00126	0.00088	0.00063	0.00046	0.00034	0.00026	0.0002	0.00015	0.00012	0.0001	0.00008	0.00006	0.00005	0.00004	0.00003	0.00003	0.00002	0.00002	0.00002	0.00001	0.00001	0.00001	0.00001	0.00001	0.00001	0.00001	0.00001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EGPA6732221	6791	-1	1	11750	52	0	0	0	10	0.64	0.191	0.099	0.038	0.032	0	0	0	0	0	213	0	0	0	1	6000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	228672	10	67	1	0	0	0	1074	0	0	1	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1272.159	440.010	183.867	87.609	45.979	25.989	15.579	9.796	6.408	4.334	3.015	2.150	1.567	1.163	0.878	0.673	0.523	0.411	0.327	0.263	0.213	0.174	0.143	0.119	0.099	0.084	0.071	0.060	0.051	0.044	0.038	0.033	0.029	0.025	0.022	0.019	0.017	0.015	0.013	0.012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.72159	4.4001	1.83867	0.87609	0.45979	0.25989	0.15579	0.09796	0.06408	0.04334	0.03015	0.0215	0.01567	0.01163	0.00878	0.00673	0.00523	0.00411	0.00327	0.00263	0.00213	0.00174	0.00143	0.00119	0.00099	0.00084	0.00071	0.0006	0.00051	0.00044	0.00038	0.00033	0.00029	0.00025	0.00022	0.00019	0.00017	0.00015	0.00013	0.00012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EGPA6732321	6791	-1	1	11750	52	0	0	0	10	0.64	0.191	0.099	0.038	0.032	0	0	0	0	0	213	0	0	0	1	6000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	864	1	67	1	0	0	0	4	0	0	1	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1272.159	440.010	183.867	87.609	45.979	25.989	15.579	9.796	6.408	4.334	3.015	2.150	1.567	1.163	0.878	0.673	0.523	0.411	0.327	0.263	0.213	0.174	0.143	0.119	0.099	0.084	0.071	0.060	0.051	0.044	0.038	0.033	0.029	0.025	0.022	0.019	0.017	0.015	0.013	0.012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.72159	4.4001	1.83867	0.87609	0.45979	0.25989	0.15579	0.09796	0.06408	0.04334	0.03015	0.0215	0.01567	0.01163	0.00878	0.00673	0.00523	0.00411	0.00327	0.00263	0.00213	0.00174	0.00143	0.00119	0.00099	0.00084	0.00071	0.0006	0.00051	0.00044	0.00038	0.00033	0.00029	0.00025	0.00022	0.00019	0.00017	0.00015	0.00013	0.00012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EGPA6732421	6791	-1	1	11750	52	0	0	0	20	0.428	0.32	0.098	0.052	0.101	0	0	0	0	0	213	0	0	0	1	6000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	35136	10	67	1	0	0	0	164	0	0	1	2.101	1.157	0.807	0.622	0.507	0.428	0.371	0.328	0.293	0.266	0.243	0.224	0.207	0.193	0.181	0.170	0.161	0.152	0.145	0.138	0.131	0.126	0.120	0.116	0.111	0.107	0.103	0.100	0.097	0.093	0.091	0.088	0.085	0.083	0.081	0.078	0.076	0.074	0.073	0.071	332.332	183.062	127.678	98.384	80.178	67.738	58.688	51.802	46.384	42.007	38.397	35.366	32.786	30.562	28.625	26.923	25.415	24.069	22.861	21.770	20.780	19.878	19.052	18.293	17.593	16.945	16.344	15.785	15.264	14.776	14.320	13.891	13.487	13.107	12.747	12.408	12.086	11.780	11.490	11.215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.32332	1.83062	1.27678	0.98384	0.80178	0.67738	0.58688	0.51802	0.46384	0.42007	0.38397	0.35366	0.32786	0.30562	0.28625	0.26923	0.25415	0.24069	0.22861	0.2177	0.2078	0.19878	0.19052	0.18293	0.17593	0.16945	0.16344	0.15785	0.15264	0.14776	0.1432	0.13891	0.13487	0.13107	0.12747	0.12408	0.12086	0.1178	0.1149	0.11215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EGPA6732521	6791	-1	1	11750	52	0	0	0	20	0.428	0.32	0.098	0.052	0.101	0	0	0	0	0	213	0	0	0	1	6000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	88992	9	67	1	0	0	0	418	0	0	1	2.101	1.157	0.807	0.622	0.507	0.428	0.371	0.328	0.293	0.266	0.243	0.224	0.207	0.193	0.181	0.170	0.161	0.152	0.145	0.138	0.131	0.126	0.120	0.116	0.111	0.107	0.103	0.100	0.097	0.093	0.091	0.088	0.085	0.083	0.081	0.078	0.076	0.074	0.073	0.071	332.332	183.062	127.678	98.384	80.178	67.738	58.688	51.802	46.384	42.007	38.397	35.366	32.786	30.562	28.625	26.923	25.415	24.069	22.861	21.770	20.780	19.878	19.052	18.293	17.593	16.945	16.344	15.785	15.264	14.776	14.320	13.891	13.487	13.107	12.747	12.408	12.086	11.780	11.490	11.215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.32332	1.83062	1.27678	0.98384	0.80178	0.67738	0.58688	0.51802	0.46384	0.42007	0.38397	0.35366	0.32786	0.30562	0.28625	0.26923	0.25415	0.24069	0.22861	0.2177	0.2078	0.19878	0.19052	0.18293	0.17593	0.16945	0.16344	0.15785	0.15264	0.14776	0.1432	0.13891	0.13487	0.13107	0.12747	0.12408	0.12086	0.1178	0.1149	0.11215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EGPA6732621	6791	-1	1	11750	52	0	0	0	20	0.428	0.32	0.098	0.052	0.101	0	0	0	0	0	213	0	0	0	1	6000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	133632	10	67	1	0	0	0	627	0	0	1	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	36.985	12.792	5.345	2.547	1.337	0.756	0.453	0.285	0.186	0.126	0.088	0.063	0.046	0.034	0.026	0.020	0.015	0.012	0.010	0.008	0.006	0.005	0.004	0.003	0.003	0.002	0.002	0.002	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.000	0.000	0.000	0.000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.36985	0.12792	0.05345	0.02547	0.01337	0.00756	0.00453	0.00285	0.00186	0.00126	0.00088	0.00063	0.00046	0.00034	0.00026	0.0002	0.00015	0.00012	0.0001	0.00008	0.00006	0.00005	0.00004	0.00003	0.00003	0.00002	0.00002	0.00002	0.00001	0.00001	0.00001	0.00001	0.00001	0.00001	0.00001	0.00001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EGPA6732821	6791	-1	1	11750	52	0	0	0	20	0.428	0.32	0.098	0.052	0.101	0	0	0	0	0	213	0	0	0	1	6000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	186048	10	67	1	0	0	0	873	0	0	1	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	36.985	12.792	5.345	2.547	1.337	0.756	0.453	0.285	0.186	0.126	0.088	0.063	0.046	0.034	0.026	0.020	0.015	0.012	0.010	0.008	0.006	0.005	0.004	0.003	0.003	0.002	0.002	0.002	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.000	0.000	0.000	0.000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.36985	0.12792	0.05345	0.02547	0.01337	0.00756	0.00453	0.00285	0.00186	0.00126	0.00088	0.00063	0.00046	0.00034	0.00026	0.0002	0.00015	0.00012	0.0001	0.00008	0.00006	0.00005	0.00004	0.00003	0.00003	0.00002	0.00002	0.00002	0.00001	0.00001	0.00001	0.00001	0.00001	0.00001	0.00001	0.00001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EGPA6732921	6791	-1	1	11750	52	0	0	0	45	0.73	0.173	0.052	0.024	0.021	0	0	0	0	0	213	2	8	0	1	7447	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	206496	10	67	1	0	0	0	955	0	0	1	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1172.874	620.040	369.069	238.230	163.120	116.821	86.674	66.168	51.718	41.231	33.427	27.496	22.905	19.293	16.411	14.082	12.179	10.608	9.299	8.199	7.269	6.475	5.795	5.208	4.698	4.254	3.864	3.522	3.219	2.951	2.711	2.498	2.306	2.134	1.979	1.839	1.711	1.596	1.491	1.394	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.40019	5.45016	2.80966	1.54007	0.88824	0.53476	0.33398	0.21531	0.14271	0.09692	0.06727	0.0476	0.03427	0.02507	0.0186	0.01398	0.01064	0.00818	0.00636	0.00499	0.00395	0.00315	0.00253	0.00205	0.00167	0.00137	0.00113	0.00094	0.00078	0.00065	0.00057	0.00052	0.00047	0.00042	0.00038	0.00035	0.00031	0.00028	0.00026	0.00023	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EGPA6733021	6791	-1	1	11750	52	0	0	0	45	0.73	0.173	0.052	0.024	0.021	0	0	0	0	0	213	0	0	0	1	7447	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	76608	9	67	1	0	0	0	360	0	0	1	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1140.019	545.016	280.966	154.007	88.824	53.476	33.398	21.531	14.271	9.692	6.727	4.760	3.427	2.507	1.860	1.398	1.064	0.818	0.636	0.499	0.395	0.315	0.253	0.205	0.167	0.137	0.113	0.094	0.078	0.065	0.057	0.052	0.047	0.042	0.038	0.035	0.031	0.028	0.026	0.023	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.40019	5.45016	2.80966	1.54007	0.88824	0.53476	0.33398	0.21531	0.14271	0.09692	0.06727	0.0476	0.03427	0.02507	0.0186	0.01398	0.01064	0.00818	0.00636	0.00499	0.00395	0.00315	0.00253	0.00205	0.00167	0.00137	0.00113	0.00094	0.00078	0.00065	0.00057	0.00052	0.00047	0.00042	0.00038	0.00035	0.00031	0.00028	0.00026	0.00023	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
